#{"t_start": 1774784961.6166747, "env_id": "None"}
r,l,t
1.9583726,3,68.287708
12.605941,16,68.287721
16.560827,19,68.287733
1.9583726,3,68.287745
7.0025325,9,68.287758
5.758305,7,68.28777
6.557583,8,68.287783
2.9307027,5,68.287794
21.146841,30,68.287805
20.89519,26,68.287817
9.96062,12,68.28783
2.8517704,4,70.415998
21.636356,30,70.416167
4.408217,6,70.416205
21.699274,28,70.416306
2.5634325,4,70.416352
19.332096,27,70.41638
2.3967478,4,70.416404
1.6000543,3,72.538632
22.990286,30,72.538744
15.392459,18,72.538773
11.329411,16,72.538791
21.749495,24,72.538809
23.496304,30,72.538827
3.1100657,5,72.538845
20.01487,25,74.443419
22.672178,30,74.443534
21.321716,25,74.443558
13.966666,18,74.443578
6.5550976,8,74.443595
2.9592168,4,74.443613
2.9573765,4,74.443629
10.982188,16,74.443645
7.7687187,10,74.443662
25.252625,30,74.443679
4.5558205,6,74.443694
2.5642135,4,76.492749
17.139194,23,76.492919
2.7613456,4,76.49294
18.229643,24,76.492954
5.5614843,7,76.492973
7.845457,10,76.492991
3.2753794,4,76.493007
2.9592168,4,76.493025
2.5964653,4,76.493041
13.694203,18,76.493058
3.846658,5,78.482586
23.662722,30,78.482688
11.769457,16,78.482708
5.85525,7,78.482724
12.3279295,16,78.482737
2.957371,4,78.48275
16.017654,23,78.482763
11.757517,14,78.482775
7.7560687,9,80.563947
13.651969,17,80.564041
12.158733,14,80.564055
22.614386,30,80.564065
3.9572015,5,82.501624
6.158099,8,82.501775
24.641405,30,82.501817
7.1980233,9,82.501848
4.3636184,6,82.501876
1.6022727,3,82.501951
1.6000372,3,82.50198
1.6000543,3,82.502008
3.3649876,5,82.502036
7.4397597,10,82.502062
18.559052,27,82.502089
8.957162,10,82.502116
7.536423,11,84.757569
2.846591,5,84.757682
4.400026,6,84.757702
1.6000543,3,84.757717
21.452412,30,84.757733
9.205691,11,84.757747
2.517864,4,86.670852
4.170562,6,86.670943
12.782125,17,86.67096
6.7959375,9,86.670974
6.3993387,9,88.556151
15.792015,21,88.556255
1.9602091,3,88.556272
3.8524091,6,88.556285
5.962888,8,88.556301
10.529454,15,88.556316
8.613229,13,88.556329
7.418309,11,90.440506
22.126722,30,90.440654
7.341422,11,90.440695
10.824143,16,90.440729
16.290443,21,90.440758
2.5682893,4,90.44079
3.7340546,6,90.440817
8.13807,12,92.421057
17.654062,23,92.421163
15.4571495,20,92.421183
24.494919,30,92.421196
8.467133,13,92.421208
17.461845,24,92.421222
9.827584,15,92.421235
15.9253,19,94.639842
6.918443,8,94.639984
3.40935,5,94.640024
0.91821903,2,94.640059
3.2000637,5,94.64009
14.441662,16,94.640119
4.9539833,6,94.640146
6.529605,9,94.640174
4.2043757,6,94.6402
16.42647,23,96.586107
9.163757,11,96.58623
5.1237054,7,96.586257
15.950387,22,96.586278
7.648664,11,96.586297
2.3967478,4,96.586315
5.9231915,7,96.586334
5.257946,8,96.586352
5.763192,8,98.689995
2.4538126,4,98.690104
1.1985551,2,98.690126
4.712569,7,98.690143
1.9602091,3,98.690159
17.175165,23,98.690177
21.956964,25,98.690194
14.878727,22,98.690212
13.769889,18,98.690227
22.031708,29,100.761712
12.975412,18,100.761799
13.985694,19,100.761811
24.55738,27,100.76182
1.2765543,2,100.76183
7.761955,10,100.761839
14.8436775,21,100.761848
5.1976495,6,100.761856
5.277195,6,100.761865
5.5653524,8,100.761873
1.9602091,3,100.761882
21.80232,30,100.76192
2.7591155,4,100.761936
11.163558,13,100.76195
1.9602091,3,100.761963
2.9592168,4,102.637422
5.0116224,7,102.637573
19.867697,27,102.637635
1.9602091,3,102.637669
1.9583726,3,102.637697
18.326866,23,102.63772
12.256099,17,102.637748
23.698704,30,102.637773
1.9602091,3,102.637799
8.266221,12,102.637823
5.5573673,7,104.630522
7.9286003,11,104.630671
21.563778,30,104.630709
1.6000543,3,104.630736
22.4739,30,104.630762
4.7579536,6,104.630788
9.015928,12,104.630813
11.278027,14,104.630842
5.407123,8,104.630866
11.725691,15,104.63089
2.9810107,4,104.630915
7.367332,10,104.630939
14.770938,19,104.630963
5.5952744,7,104.630986
14.606056,18,106.570375
23.94456,30,106.570469
7.4465094,10,106.570484
11.377042,15,106.570495
10.812425,14,106.570505
12.5087385,16,106.570515
8.198491,10,106.570526
1.849768,3,106.570536
1.7671529,3,106.570545
11.886831,16,106.570554
10.926643,13,106.570564
10.170311,14,106.570573
13.335047,18,106.570583
4.7922883,6,106.570593
6.369222,8,108.443432
17.75261,25,108.443542
14.262523,19,108.443566
1.9583726,3,108.443582
16.35872,18,108.443597
11.354638,13,108.443613
7.9590125,9,108.443628
10.044794,13,108.443642
2.6531274,4,110.313027
1.0508548,2,110.313522
13.5025425,18,110.313583
3.9590473,5,110.313614
4.7641163,6,110.313641
24.45216,29,110.313668
8.658563,12,110.313692
8.879218,11,110.313716
3.9590473,5,110.313741
7.758299,9,110.313768
1.4999979,3,110.313791
4.014187,6,110.313817
10.760318,12,110.31384
2.7591155,4,110.31387
1.795329,3,112.495031
1.795329,3,112.495125
1.9602091,3,112.49514
2.1125183,3,112.495151
14.0904455,18,112.495162
3.8748145,5,112.495173
14.2870865,18,112.495183
6.721407,9,112.495195
4.7643847,7,112.495204
2.7595088,4,112.495215
2.7886984,4,112.495224
5.9216833,7,114.614403
20.461561,26,114.614531
17.137463,21,114.614567
6.5594783,8,114.614597
9.360222,11,114.614621
5.5930443,7,114.614647
2.7943366,4,114.614674
4.795859,6,114.614708
3.0491953,5,114.614757
1.1985551,2,116.82832
1.7671529,3,116.828449
4.7542906,6,116.828478
1.7671529,3,116.828499
1.5982071,3,116.828517
5.0032935,7,116.828535
3.8517637,5,116.828554
3.2808776,5,116.828573
5.4483976,8,116.828593
17.052572,22,116.82861
11.20505,13,116.82863
2.4011736,4,116.828651
3.2000465,5,118.833575
20.201046,25,118.83376
6.5612907,8,118.83379
3.0509086,5,118.833811
23.512539,30,120.794888
11.819947,15,120.794983
23.938612,30,120.794998
19.837837,26,120.795009
2.566059,4,120.79502
9.562153,11,120.79503
6.9590125,8,120.795041
3.450185,5,120.795053
10.0461855,11,120.795063
5.7601786,7,120.795073
9.651722,13,120.795083
8.356478,10,120.795092
6.2050714,8,120.795102
8.566238,10,120.795111
1.9251442,3,120.795122
4.170562,6,120.795131
1.9602091,3,122.788762
7.9146314,9,122.788853
23.747768,30,122.788865
10.718137,13,122.788873
3.7581232,5,122.78888
1.9602091,3,122.788887
11.362591,13,122.788894
5.6523514,7,122.788901
6.9950857,8,122.788908
6.9532166,8,122.788915
7.360223,9,122.788922
8.435586,12,122.788929
18.798368,23,122.788935
11.451223,15,122.788942
4.5963492,6,122.788949
12.603384,15,124.916422
5.355114,7,124.916588
2.9592168,4,124.916624
4.015203,6,124.916652
7.612734,10,124.916679
3.40935,5,124.916705
7.9553285,9,124.916733
9.360774,11,124.916759
1.7649229,3,124.916785
7.955575,9,124.916811
8.807499,11,124.916837
16.000645,18,124.916863
5.1187043,6,124.916888
22.925308,27,124.916913
9.362455,11,126.943058
11.587517,13,126.943176
1.9602091,3,126.943201
9.252403,11,126.94322
6.5572114,8,126.943242
12.533024,15,126.943259
5.8861637,8,126.943276
7.35757,9,126.943293
3.7611759,5,126.94331
6.8811116,9,126.943327
9.810175,13,126.943344
0.85192573,2,126.94336
9.75237,11,126.943378
3.9590473,5,126.943394
1.9602091,3,126.94341
4.953755,6,128.903745
1.9583726,3,128.903888
20.99442,23,128.903924
4.9571776,6,128.903953
2.7943366,4,128.903978
2.9894383,4,128.904003
10.355081,12,128.90403
11.054746,15,131.088061
3.565887,5,131.08816
3.1205497,4,131.088179
7.7583323,9,131.08819
2.6041281,4,131.088201
7.809587,10,131.088211
2.7595088,4,131.088222
3.8536346,5,131.088231
23.459034,28,131.08824
23.037401,26,131.088265
19.408848,23,131.088276
1.7671529,3,133.30729
1.7905216,3,133.307391
7.4455385,11,133.307408
13.129468,16,133.30742
3.3953714,5,133.307432
1.9583726,3,133.307443
4.7904496,6,133.307453
2.9592168,4,133.307464
1.795329,3,133.307477
5.1281404,7,133.307487
4.9550643,6,133.307499
2.5682893,4,133.30751
1.7649229,3,135.493144
8.798397,10,135.493263
2.2536962,4,135.493289
23.40716,30,135.493308
2.5682893,4,135.493325
4.0056815,6,135.493344
2.757267,4,135.493361
9.062192,12,137.653074
7.6592946,10,137.653188
6.566231,8,137.653214
8.9513645,10,137.653236
6.5641294,8,137.653258
3.8517327,5,137.653279
10.795964,12,139.587265
16.959461,20,139.587367
1.9825572,3,139.58739
4.4070344,7,139.587408
11.483579,14,139.587426
6.5587564,8,139.587443
5.384507,7,139.587458
7.9590125,9,139.587476
12.123406,13,139.587491
4.6522737,7,139.587508
1.9602091,3,139.587523
2.7591155,4,139.58754
2.7595088,4,139.587556
8.157653,10,139.587571
4.761147,6,139.587586
5.154329,8,139.587602
10.587545,13,141.714887
2.7943366,4,141.715002
13.39473,15,141.715027
11.857394,15,141.715044
1.6000372,3,141.715064
1.9583726,3,141.71508
6.074647,7,141.715096
4.121559,5,141.715113
3.0473478,5,141.71513
18.328625,21,143.85387
1.480736,3,143.854045
5.4483814,8,143.854063
6.486401,9,143.854077
26.613764,30,143.85409
20.259226,24,143.854102
6.9044957,9,143.854115
4.054115,5,143.854129
9.953714,11,145.789493
1.7649229,3,145.789592
8.967385,12,145.789615
6.36342,8,145.789634
0.96601653,2,145.789654
7.2477922,10,145.78967
3.5602462,5,145.789687
1.7671529,3,145.789704
8.18154,10,145.78972
1.7649229,3,145.789735
3.5207424,5,145.789751
11.165577,13,145.789767
5.757459,7,147.844689
14.36058,16,147.844856
5.7611423,7,147.844909
5.560611,7,147.844961
6.5600486,8,147.845006
16.956923,19,147.845047
7.5557485,9,147.845093
14.762749,17,147.845139
7.1584115,9,147.845182
5.955058,7,147.845221
7.5917125,9,149.850142
4.4063716,6,149.850251
7.3947244,9,149.850271
14.476536,17,149.850286
3.1215658,4,149.850301
1.3636364,3,149.850315
16.191849,18,149.850327
3.05015,4,149.850341
20.161266,23,149.850355
8.8851595,11,151.855342
7.6533127,10,151.855464
15.357141,17,151.855487
4.1995254,6,151.855506
4.7561126,6,151.855527
2.5228117,4,151.855545
2.3989825,4,151.855563
1.597429,3,151.855581
4.7567472,6,151.855601
1.9602091,3,151.855619
5.5554028,7,151.855636
4.761147,6,151.855654
4.315324,6,153.823051
12.790536,14,153.823207
7.9674425,10,153.823248
15.34701,19,153.82328
1.5982071,3,153.823317
11.347597,14,153.823347
2.3974714,4,153.823374
2.7863028,4,155.950976
11.991157,14,155.951083
9.599231,11,155.951104
4.4842453,6,155.951118
10.997587,13,155.951133
3.7581232,5,155.951154
6.559469,8,157.911603
13.555985,15,157.911742
7.19617,9,157.911782
2.7572908,4,157.911813
2.5634325,4,157.911844
1.6022727,3,160.091184
1.9973788,3,160.091275
24.099968,29,160.091286
7.9581404,10,160.091296
21.221893,26,160.091303
2.726471,4,160.091311
7.462232,11,162.125213
1.6000372,3,162.125309
8.562283,10,162.125326
2.5660536,4,162.125339
5.7560744,7,162.12535
14.083805,18,162.125361
16.734316,20,164.145769
12.731712,16,164.149615
8.784996,10,164.149697
6.777414,10,164.149738
9.891678,13,166.097449
3.7562654,5,166.097569
4.683046,7,166.09759
22.603842,25,166.097604
9.665484,13,166.097618
11.359857,13,166.097632
9.755571,14,166.097645
11.0076475,13,166.101306
15.794762,17,168.226111
9.3243475,12,168.226212
1.6000543,3,168.226225
7.919247,9,168.226233
23.358702,27,168.226242
1.9602091,3,168.22625
19.160725,22,170.227164
9.409252,12,170.227264
21.768484,26,170.227282
7.5320554,11,170.227294
21.133266,26,170.227306
8.53286,12,170.227318
15.015352,19,170.22733
14.07682,17,170.227341
12.0049715,14,170.227352
24.478767,30,172.213316
7.157842,9,172.213415
4.760324,6,172.213443
12.953282,18,172.213458
17.842594,21,172.213471
5.290619,8,172.213483
9.776246,13,172.213495
8.486228,11,172.213506
1.9875622,3,172.213517
3.5606453,5,172.213528
7.896643,12,172.213554
16.8794,20,174.521675
6.246788,9,174.521809
21.696646,26,174.521846
21.493982,26,174.521874
7.8902,11,174.521923
16.602833,19,174.52195
21.209139,25,174.521976
12.00185,14,174.522001
9.970177,13,174.522025
8.374326,12,174.52205
5.084209,7,174.522075
20.177664,25,174.522098
7.7393327,11,174.52212
10.211449,14,174.522143
3.855258,5,174.522164
1.9602091,3,174.522186
7.3650756,10,174.522208
9.787138,11,174.522242
4.786488,6,176.675965
2.4383488,4,176.676058
14.05302,19,176.676075
10.2096815,13,176.676087
9.807314,12,176.676097
7.0830092,9,176.676109
8.383125,12,176.676119
8.810112,12,176.676129
6.801351,9,176.676139
12.453859,16,176.676148
1.0543947,2,176.67616
12.403767,15,178.790453
6.3577404,8,178.790544
12.728302,16,178.790555
0.96601653,2,178.790563
1.278391,2,178.79057
4.959018,6,178.790578
8.360359,10,178.790586
20.894333,25,178.790593
24.1235,28,178.790601
10.923924,13,178.790608
10.287378,13,178.790615
12.37059,16,180.933874
1.9602091,3,180.933996
16.88275,20,180.934018
3.1205497,4,180.934035
3.0505962,4,180.934051
10.290789,14,180.934062
3.9590473,5,180.934073
1.9602091,3,180.934085
11.094174,15,180.934096
21.409433,26,180.934106
1.9602091,3,180.934117
2.9592168,4,180.934128
7.4079847,9,180.934139
1.9602091,3,180.93415
9.809157,12,180.93416
3.9851804,5,180.934171
2.9573765,4,182.959817
6.98944,8,182.959912
15.743126,20,182.959927
23.636587,29,182.959939
1.9602091,3,182.95995
9.191191,11,182.959961
7.5930386,9,182.959971
9.273494,10,182.959981
26.916834,30,182.959991
1.9602091,3,182.96
5.756084,7,182.96001
6.794132,8,182.96002
3.9590473,5,182.96003
5.5930443,7,182.96004
7.7583084,9,182.960049
14.179282,19,184.899662
7.9571667,9,184.899805
13.529449,17,184.899846
20.348738,22,184.899871
15.204411,18,184.899899
5.98944,7,184.899928
5.9590135,7,184.899949
3.9590473,5,184.899977
27.287615,30,184.900006
3.9556184,5,184.900026
11.758308,13,184.900045
2.5990593,4,186.909333
12.263,16,186.90947
4.275359,5,186.909506
21.350666,27,186.909533
9.054113,10,186.90956
26.896742,30,186.909584
1.9602091,3,186.90961
4.79017,6,186.909633
4.9555893,6,186.909658
3.9553723,5,186.909683
3.9590473,5,186.909709
7.792282,9,186.909733
0.98509765,2,186.909759
18.68706,23,189.05404
12.256701,14,189.054147
4.955332,6,189.054165
20.594513,25,189.05418
15.682759,20,189.054197
9.764101,11,189.05421
5.560611,7,189.054227
1.6557845,3,191.056496
3.8050761,5,191.056608
5.5971203,7,191.056626
9.754481,11,191.05664
3.4010205,5,191.056653
2.957371,4,191.056667
5.9516287,7,191.056678
1.8011469,3,191.056692
5.955323,7,191.056703
3.7952194,5,191.056715
3.2148979,5,191.056727
4.248229,6,192.917939
1.7671529,3,192.918075
1.9602091,3,192.918111
2.2559147,4,192.918138
1.1240078,2,192.918166
4.325564,6,192.918196
8.758307,10,192.918221
5.1647544,7,192.918247
17.145039,21,192.918273
15.358726,17,195.135692
6.3951683,8,195.135784
6.159324,8,195.135801
2.9573765,4,195.135813
8.959012,10,195.135826
14.805724,17,195.135836
8.374103,11,195.135848
1.9602091,3,195.135859
8.951623,10,195.13587
4.75931,6,195.13588
4.361383,6,195.135892
8.595438,10,195.135903
6.160653,8,195.135915
17.614435,21,195.135925
4.794138,6,195.135936
4.555308,6,197.158173
10.52162,13,197.158296
7.842655,10,197.158313
6.3583803,8,197.158325
2.6012802,4,197.158338
5.354838,7,197.15835
3.4024167,5,197.158363
3.0514133,5,197.158375
5.355118,7,197.158388
10.762268,12,197.158401
6.002374,9,197.158414
18.08387,21,197.158427
6.312986,10,199.071443
7.4443197,9,199.071539
8.240202,11,199.071555
17.006079,20,199.071568
1.9602091,3,199.071579
6.883317,9,199.071589
5.9553294,7,199.071599
9.280743,12,199.071609
11.358385,13,199.071619
2.2559147,4,199.07163
4.502437,7,199.07164
5.955059,7,199.071651
12.354414,14,199.071661
11.955448,14,199.071671
7.559056,9,201.059142
5.563015,7,201.059263
5.001183,7,201.05928
5.567263,7,201.059293
7.457992,11,201.059305
8.556019,10,201.059318
7.5894823,9,201.05933
12.853386,14,201.059345
6.01034,9,201.059376
3.4010205,5,201.059389
1.795329,3,203.05759
4.364792,6,203.057697
2.7613456,4,203.057715
6.557639,8,203.057728
1.7671529,3,205.036428
2.957371,4,205.036542
9.203316,11,205.036571
14.925311,17,205.036595
21.160465,24,205.036615
8.024942,12,205.036637
6.0104895,8,207.051377
8.762515,10,207.051498
4.6817713,6,207.051522
2.957371,4,207.05154
25.059338,30,207.051564
3.557625,5,207.051584
10.591739,12,209.010495
1.9602091,3,209.010641
10.159673,12,209.010684
4.0835314,6,209.010715
8.9006,11,209.010746
1.9583726,3,209.010777
12.038088,15,209.010806
2.7572908,4,209.010833
5.090925,8,209.010861
3.9223301,5,209.010887
4.502035,7,209.010914
18.366379,20,211.296605
3.7585073,5,211.296725
1.1985551,2,211.296759
4.6912284,7,211.296783
12.698734,15,211.296807
15.283641,18,211.296832
4.012982,6,211.296855
6.368235,8,211.296877
4.5614896,6,211.296899
2.957371,4,211.296922
5.492365,8,211.296944
1.1962425,2,211.296964
3.2140667,5,211.296986
1.7671529,3,211.297007
8.010262,10,211.297067
6.5214467,9,211.297093
18.758308,20,213.553417
7.3970537,10,213.553522
4.959018,6,213.553538
15.039131,19,213.553551
12.702651,15,213.553566
10.039657,13,213.55358
6.2488365,9,213.553593
11.002962,14,213.553606
7.1617517,9,213.553618
7.6814637,10,215.588185
5.5614605,7,215.588273
6.3974504,9,215.58829
5.368404,7,215.588302
1.7671529,3,215.588315
13.018603,18,215.588326
11.93987,15,215.588338
7.3427143,10,215.58835
6.0082464,8,215.588361
7.756061,9,215.588372
1.7649229,3,215.588384
0.98509765,2,215.588395
2.7591155,4,217.78518
8.727444,12,217.785269
4.208509,6,217.785286
1.9602091,3,217.7853
5.8334846,9,217.785311
3.855291,5,217.785322
6.5576158,8,217.785333
1.795329,3,217.785344
14.134593,18,217.785355
12.788593,14,217.785366
7.678373,9,217.785377
13.2850065,17,217.785388
9.50526,13,217.785399
11.160454,14,217.785409
1.9583726,3,217.785419
11.3641615,13,219.958688
5.016273,7,219.958798
9.937571,13,219.958815
10.953725,12,219.958829
15.527663,19,219.958842
1.9602091,3,219.958854
13.608618,16,219.958868
8.582521,11,221.968685
10.788731,12,221.968801
2.7591155,4,221.968822
3.9590473,5,221.968838
10.358373,12,221.968997
2.7883368,4,221.969059
8.361597,10,221.969076
11.387052,13,221.969091
2.1954904,3,221.969106
1.1962425,2,221.969121
2.7613456,4,221.969135
11.926679,15,221.969147
5.047726,6,221.969161
16.64675,20,221.969173
14.8859215,19,221.969187
19.754217,21,221.969199
11.002125,13,221.969212
5.2735085,6,223.998508
7.756458,9,223.998622
14.159478,16,223.998646
4.959018,6,223.998667
1.9602091,3,223.998683
4.9571776,6,223.998699
10.559987,13,223.998716
11.9271755,15,223.998733
3.7603533,5,223.998749
9.716121,12,223.998765
2.7862458,4,226.193268
3.9590473,5,226.193375
5.4022417,7,226.193399
4.0841436,5,226.193418
5.9571676,7,226.193434
6.557244,8,226.193451
6.654157,8,226.193468
5.9553175,7,226.193483
13.245737,16,228.357865
12.756449,14,228.357998
25.758553,30,228.358017
13.361189,16,228.358033
5.646625,7,228.358046
15.817962,19,228.35806
4.761147,6,228.358073
3.9571974,5,228.358087
1.9602091,3,228.358102
6.955316,8,228.358119
7.3923254,9,228.358132
4.3043256,6,228.358145
3.8554845,5,228.358158
1.7649229,3,230.230663
8.561456,10,230.230752
5.9571633,7,230.230769
4.729098,6,230.230782
3.1976752,4,230.230796
1.9583726,3,230.230809
14.873994,19,230.230821
10.001359,12,230.230834
2.9636908,5,230.230846
3.8774357,5,230.230859
7.9590125,9,230.230871
14.762778,17,232.25891
1.1985551,2,232.258994
1.278391,2,232.259008
13.164841,15,232.259017
12.916119,16,232.259026
10.7619915,12,232.259035
3.092137,5,232.259044
7.04696,9,232.259053
14.760695,17,232.259062
1.7905216,3,232.259071
8.951898,10,232.259079
2.5682893,4,232.259088
1.9851663,3,234.174759
3.7730153,6,234.174858
19.961767,22,234.174875
12.963629,15,234.174889
6.361374,8,234.174901
2.7591155,4,234.174913
0.96601653,2,234.174924
10.247985,12,234.174936
2.7591155,4,234.174949
6.3837094,8,234.174969
19.15391,21,234.174981
2.123509,3,236.10783
3.1205497,4,236.108019
10.725678,12,236.108065
12.992798,15,236.108095
7.8779,10,236.10812
5.1731095,7,236.108145
7.58339,9,236.108171
4.7662206,7,236.108193
5.0842323,7,236.108217
18.396404,20,236.10824
10.36078,12,236.108266
19.276007,22,238.300399
5.999663,8,238.300502
7.518813,10,238.300517
1.9583726,3,238.300529
12.038665,14,238.300538
6.1975765,8,238.300548
3.9590473,5,238.300558
2.9573765,4,238.300567
4.726296,7,238.30058
5.993115,7,238.30059
2.7943366,4,238.3006
16.323837,19,238.30061
12.650443,14,238.300621
7.3557296,9,240.299384
2.3974714,4,240.299495
7.3540263,9,240.299519
1.6000543,3,240.299536
10.757704,12,240.299553
9.566238,11,240.299569
9.562156,11,240.299584
3.9590473,5,240.299599
2.0795274,3,240.299613
22.230173,28,240.299628
3.7593386,5,240.299642
7.811432,10,240.299657
10.392317,12,240.299671
2.7943366,4,240.299685
9.955312,11,240.2997
10.559174,13,242.222859
5.848112,8,242.222974
6.738712,10,242.223002
4.794138,6,242.223025
3.764141,5,242.223044
5.7885904,7,242.223063
8.7611265,11,244.30394
19.557587,21,244.304031
7.802258,10,244.304046
2.2800252,4,244.304058
12.168503,14,244.30407
2.6508937,4,244.30408
4.957168,6,244.304092
7.1935015,8,244.304102
8.325405,11,246.186177
10.392733,12,246.18628
2.4011736,4,246.186298
4.5466337,7,246.186309
21.400595,23,246.18632
3.0852273,5,246.18633
2.5642135,4,246.186342
17.917406,19,246.186353
7.5596137,9,248.121073
10.968492,14,248.121169
2.7943366,4,248.121189
3.76481,6,248.121201
5.969192,8,248.121213
3.997182,6,248.121225
12.603874,15,248.121235
2.403409,4,248.121247
5.756718,7,248.121258
4.5630593,6,250.085345
4.0012383,6,250.085442
4.29335,7,250.085458
3.9572015,5,250.085471
9.372177,13,250.085484
23.359785,30,251.913393
4.926283,7,251.913499
8.760581,11,251.913517
2.957371,4,251.913531
4.9571724,6,251.913543
1.1962425,2,251.913553
10.6164875,13,251.913563
4.3237386,6,251.913574
4.7204895,7,251.913584
