#{"t_start": 1774950764.3353643, "env_id": "None"}
r,l,t
20.40102,29,102.165139
4.1762486,7,102.165263
15.210686,20,102.165287
20.428394,28,102.165305
20.62521,30,103.957688
21.608047,30,105.797868
22.568481,30,105.798013
4.5912395,6,105.798047
20.824081,30,105.798066
5.9647512,9,105.798086
17.143673,23,107.79807
21.09463,30,107.798199
16.138683,21,107.798222
21.12249,30,107.798239
18.063482,24,109.553795
22.545301,30,111.45438
21.933327,30,111.454507
19.009178,28,113.066014
21.951351,30,113.06613
16.186607,22,113.066155
22.005703,30,113.066172
3.0803642,5,115.356683
20.572983,29,117.063
17.460058,23,117.063135
22.172194,30,117.063165
3.8891199,6,118.952378
9.172168,12,118.952478
12.477379,19,120.664407
20.659195,30,120.664537
22.883427,30,120.664562
18.46987,21,123.060104
6.818181,11,123.060227
2.5660536,4,123.060246
2.9573765,4,125.049018
17.847002,25,125.049141
12.707031,19,125.049163
13.342606,18,125.049182
10.055681,15,125.049196
2.4011905,4,126.842465
20.975088,30,126.842586
21.592636,30,126.842606
20.539877,30,126.842622
20.776295,30,126.842637
19.926456,29,126.842651
5.886047,9,128.672536
4.122473,6,128.672687
2.1625543,4,128.67272
10.291783,14,128.672743
1.7649229,3,130.732796
21.372408,30,130.732941
6.444849,9,130.732966
10.758328,12,130.732987
21.05944,30,132.380155
1.9602091,3,132.396979
9.970436,14,132.39711
2.566059,4,132.397148
4.4042153,7,134.075531
10.571655,15,134.075655
0.91821903,2,134.075676
7.960611,10,135.848743
3.758513,5,135.848869
20.85223,30,138.262997
12.020358,17,138.263401
6.5637712,9,138.263567
2.4011736,4,140.036788
19.197493,27,140.03692
16.963055,24,140.036943
1.9583726,3,140.036962
24.808102,30,141.820694
19.127443,27,143.560971
20.964746,30,143.561107
21.687181,30,145.84025
8.240795,11,149.157179
21.558956,30,149.157309
21.02089,30,149.157336
19.500637,26,150.954419
20.96062,26,150.954547
12.002539,16,153.261722
12.289481,16,153.262117
6.1732187,9,153.262266
15.467866,22,153.262399
8.965508,13,154.944289
8.089732,11,154.94441
17.620293,24,154.944429
9.421399,14,154.944446
9.457991,14,156.660743
0.96601653,2,156.660884
21.022926,30,156.66091
9.452403,14,156.660928
12.139647,18,158.570975
2.1192245,3,158.571111
6.9156847,9,158.571136
3.3653452,5,158.571153
3.092137,5,160.997635
8.701147,13,160.997735
22.638117,30,160.997765
0.9182361,2,160.997791
23.193895,30,162.964186
22.583988,30,164.668695
4.3952017,6,164.668784
24.256765,30,164.668807
2.9355145,5,168.652538
21.48392,30,170.39915
10.68796,16,170.41762
20.827484,30,170.417754
23.462635,30,170.417798
5.4070363,8,172.171119
4.5466337,7,172.171255
8.800732,11,172.171283
5.728222,8,173.958442
22.756205,30,176.233721
5.040361,7,177.973512
17.182806,24,177.973603
21.760334,30,179.863719
15.9143505,22,181.63334
21.838688,30,181.633428
21.770512,30,181.633447
20.738728,30,183.861811
23.038176,30,183.862211
20.85803,30,183.862335
22.437418,30,183.862471
20.82421,30,185.507651
21.688616,30,185.507739
14.395613,21,185.507762
9.348078,14,187.548725
22.441637,30,189.360258
0.96601653,2,189.360348
22.194141,30,189.360365
18.780981,24,189.36038
21.601593,30,191.74135
4.0765195,5,191.741431
13.575144,18,191.741451
13.629768,18,191.741465
2.4011905,4,191.741479
20.556086,28,193.630187
11.976503,17,193.630537
17.85958,26,193.630715
20.661793,29,193.630878
7.446491,11,193.631049
21.778778,30,195.322269
15.706085,21,195.322562
21.762922,30,195.322723
5.790441,7,195.322876
18.264791,24,195.323019
5.475956,7,197.139672
21.276772,30,197.139766
3.0522757,4,199.234593
3.9572065,5,199.234682
10.046729,15,199.234699
9.68183,12,199.234714
4.4491854,6,201.152158
3.081147,5,201.152234
1.795329,3,201.15225
16.654827,21,202.80074
4.361388,6,202.80084
3.7593386,5,202.80087
13.91162,20,202.800895
13.86177,16,204.618932
1.795329,3,206.832736
2.5942352,4,206.832834
21.750887,30,206.832854
11.04919,13,208.532642
15.5667305,20,208.532748
10.985506,16,208.532776
5.4140387,8,210.066394
21.325972,30,210.066625
23.550104,30,211.959743
23.702557,30,211.959843
21.212597,30,211.959878
11.015621,14,211.959898
2.0843422,3,214.169276
11.741062,17,214.169375
4.2909164,7,215.853062
20.729498,29,215.853146
21.678703,30,215.853167
21.116709,30,217.54422
5.202117,7,217.544309
3.7340546,6,217.544333
9.339023,13,219.357065
1.6000543,3,219.357156
19.506475,25,219.357177
12.306582,18,221.851338
23.083693,30,221.851422
2.5642135,4,221.851443
15.800675,19,225.560499
11.658044,17,225.560582
5.0032935,7,225.560602
15.226528,21,225.560619
2.2755582,3,225.560633
20.981745,30,225.560647
21.915457,29,225.560663
3.3634777,5,227.4638
9.383113,14,227.463886
3.9572065,5,227.46391
21.634836,30,227.463928
21.292292,30,229.772337
13.142166,19,229.772428
1.7671529,3,231.663653
20.778683,30,235.26738
14.196733,21,235.267493
5.6425195,8,237.354221
23.704502,30,237.354311
18.749046,24,239.0297
8.063932,12,239.029821
2.7272727,5,240.921512
6.2556815,10,240.930653
6.4603353,10,240.930735
21.787994,30,240.930761
2.2734532,3,242.632997
5.172001,8,242.633096
12.133269,17,244.947367
21.415,30,246.625857
12.589694,18,246.625967
17.221409,25,246.626006
19.318146,27,246.626035
23.867638,30,248.269492
1.9602091,3,248.269582
20.85479,30,248.269599
9.366749,13,249.958852
3.3953714,5,249.958917
21.374422,30,249.958931
8.380641,13,249.958941
5.309908,8,252.260069
18.788208,26,252.260138
5.8978634,9,252.260152
22.60958,30,254.217754
18.60179,27,254.217855
24.580341,30,254.217875
20.887957,30,256.144044
21.090076,30,256.144148
10.522053,16,258.024273
24.066345,30,258.024362
20.539854,30,260.307634
21.80261,30,264.00545
22.98423,30,264.005564
8.537537,13,265.831416
21.844728,30,265.831549
21.021778,30,265.831586
11.2552,15,268.264146
20.860167,30,268.264258
21.865185,30,268.264288
22.186646,30,270.101466
7.017028,11,273.764706
20.625212,30,273.764785
20.71055,30,273.7648
22.328436,30,275.760653
20.625353,30,277.635182
20.769482,30,277.635298
5.321508,8,279.058912
21.523376,30,283.07609
20.656977,30,283.076184
20.776278,30,283.076205
20.539854,30,283.076222
21.096062,30,285.068456
20.552221,30,285.068538
20.853157,30,286.977618
21.252327,30,286.9777
11.199906,17,288.89806
17.839895,26,290.946354
14.015127,21,290.946426
20.454542,30,292.649356
7.582233,11,294.477673
16.480606,24,294.477767
16.93738,25,294.477793
7.894962,11,296.543867
21.091045,30,296.543952
20.822008,30,298.751573
20.859997,30,300.537179
17.256105,25,302.435529
9.893428,15,302.435621
2.1365967,4,302.435642
21.019701,30,302.435661
9.61389,14,304.164201
20.625212,30,304.164289
20.915257,30,304.164312
21.658155,30,304.164332
5.1965027,7,306.560837
20.862604,30,306.56092
22.23706,30,306.560943
21.457005,30,308.470489
20.97157,30,308.470583
18.48207,26,308.470605
20.74453,30,308.470622
18.772814,28,308.470639
22.877369,30,310.425412
22.339857,30,310.425528
20.631002,30,312.319399
20.8888,30,314.250174
18.061735,26,314.250238
22.035183,30,316.031983
21.148329,30,318.045168
12.670605,19,319.762495
12.125341,18,319.762572
8.413779,12,319.762585
21.934856,30,323.82923
21.283916,30,323.829344
20.853613,30,323.829364
20.857025,30,325.576396
20.630026,30,325.576809
20.99734,30,325.57693
21.493017,30,327.563785
21.966,30,331.41863
5.454545,9,331.418828
13.017568,18,333.230149
8.442816,13,333.230265
5.1575675,8,334.976809
4.366503,6,334.977169
2.41598,4,334.977266
19.509,27,334.977282
21.121607,30,334.977292
11.660624,16,337.074625
10.535741,15,337.074711
12.557818,18,337.074734
20.454542,30,337.074753
11.0983305,16,337.074769
18.687323,24,337.074785
15.090203,22,337.0748
17.912361,25,338.818475
10.913139,16,338.81859
21.084576,30,340.371555
12.945997,19,340.371643
18.210314,27,340.371665
22.23286,30,340.371681
6.7592955,8,340.371696
0.96601653,2,340.371714
22.559967,30,342.112652
9.735156,14,342.112921
15.636786,21,342.113065
17.559364,25,342.113187
14.836537,22,342.113319
3.9571974,5,344.548074
20.689114,30,344.548193
21.09905,30,344.548217
13.750365,19,346.432982
5.5540752,7,346.433161
15.343867,20,346.433224
3.3671901,5,346.433299
7.950298,9,348.354381
9.9653425,13,348.354458
15.623647,20,348.354477
5.802568,8,350.151153
15.898973,23,350.151266
3.5672967,5,350.151284
21.133593,26,352.451509
1.7649229,3,352.451576
2.5990593,4,352.451589
14.019995,18,352.4516
5.7539616,7,352.45161
2.7613456,4,354.358131
22.212769,30,354.358222
1.1985551,2,356.250272
6.162279,9,356.250352
16.554396,22,356.250369
5.36947,7,356.25038
3.277229,4,358.024491
2.724045,4,358.024571
8.294426,12,358.024585
6.0278854,9,358.024595
1.8555311,3,358.024605
8.8386345,11,358.024615
16.228651,21,360.324295
14.661178,18,360.324428
10.159476,12,360.324455
17.469084,25,360.324477
23.47677,30,360.324507
21.849966,30,362.162853
22.375383,30,362.162942
9.709187,13,362.162959
12.150731,16,362.162974
10.508908,14,362.162986
21.531982,30,362.162999
11.172654,15,362.163012
10.359018,12,363.819516
8.605641,11,363.819623
4.959018,6,363.819649
1.9602091,3,363.819672
3.2753882,4,363.819692
11.792283,13,365.572744
25.214481,30,365.572841
3.794167,5,367.95105
15.588484,22,367.951148
2.792487,4,367.951172
8.003578,10,367.951189
9.245374,12,367.951241
7.764804,10,367.951257
10.316587,13,367.951272
4.1199646,5,367.951288
2.7661605,4,367.951303
5.9571633,7,369.898357
13.195935,15,369.89846
2.0454545,4,369.898561
7.1976485,8,369.898596
4.788677,6,369.898619
1.0018555,2,371.664154
9.889088,12,373.536281
5.7544875,7,375.56049
13.563674,16,375.560558
14.161534,17,375.560572
3.731836,6,375.560581
2.878428,4,375.560591
20.630003,30,377.398289
5.160674,7,377.401613
7.121548,8,377.401685
7.7592874,9,377.4017
3.5584033,5,377.401713
6.562282,8,377.401725
3.494595,6,377.401736
5.522769,7,379.222367
14.365902,17,379.222457
6.053708,9,379.22248
6.75607,8,379.222499
15.095215,19,379.222516
16.66208,20,379.222532
14.858071,17,379.222548
2.4977314,4,380.945709
19.885782,23,380.945799
14.7219515,17,380.945818
5.009255,7,380.945832
24.821823,30,380.945846
1.9602091,3,383.261822
14.392495,16,383.26192
7.8829184,10,383.261945
5.7579246,7,383.261964
8.764821,11,383.26198
2.957371,4,385.067821
3.9221656,5,385.067897
3.9572065,5,385.067911
3.1186829,4,385.06792
9.764548,12,385.06793
7.0435605,9,387.041046
4.7268534,6,387.041137
13.000167,15,387.041159
7.395933,9,387.041177
15.98944,17,387.041194
3.44426,5,388.848929
1.9996915,3,388.849223
2.566059,4,388.849352
7.9045334,10,388.849474
8.856786,11,388.849587
16.041748,19,388.8497
11.956566,14,391.166441
4.555574,6,391.166528
13.608083,16,391.166549
8.562278,10,391.166567
3.6059287,6,391.166584
15.041755,18,391.1666
3.7730153,6,391.166616
4.3242974,6,391.166633
25.20464,30,392.964993
1.7649229,3,392.965072
1.9974614,3,392.965087
3.9194562,5,392.965097
9.74377,13,394.602552
6.6469154,9,394.602639
13.075063,14,394.602661
27.001617,30,394.602679
4.756485,6,394.602697
19.155766,21,396.333464
9.7583,11,396.333554
1.7671529,3,396.333578
7.757919,9,397.962653
3.9572015,5,397.962729
3.765991,5,397.962747
9.560427,11,397.962758
6.395721,8,399.562423
4.9553313,6,399.562514
8.961388,11,399.562536
19.986372,22,399.562554
3.794167,5,399.562571
6.9553094,8,399.562586
1.795329,3,399.562602
14.241607,17,399.562617
9.3585005,11,401.231883
5.9590135,7,401.23195
19.274736,22,401.231963
15.246068,18,401.231973
9.833522,12,401.231982
6.565408,8,401.231991
5.084209,7,402.947111
7.1215563,8,402.947767
4.5466104,7,402.947807
1.9602091,3,402.947827
3.9590473,5,402.947844
1.7882915,3,404.940529
5.883115,8,404.940628
9.760684,11,404.950729
1.7671529,3,404.950854
6.0138845,8,404.950929
7.5553756,9,406.506917
2.7591155,4,406.507009
6.76015,8,406.50703
12.561287,14,406.507049
5.7611423,7,406.507068
4.9571686,6,406.507086
11.33789,14,406.507103
3.9590473,5,406.50712
3.9590473,5,406.507138
9.843146,12,408.097906
6.760154,8,408.098173
3.2444696,5,408.098309
15.561454,17,408.098434
9.79216,11,409.766244
11.557885,13,409.766325
1.9602091,3,409.766338
5.955317,7,409.766349
4.754,6,409.766359
1.7649229,3,411.842197
3.9590473,5,411.842323
7.2051625,9,411.842353
2.0772972,3,411.842372
4.764108,6,411.842392
4.5658574,6,411.84241
1.7671529,3,411.842428
2.7613456,4,413.434476
1.9602091,3,413.43457
3.40935,5,413.434589
2.7613456,4,413.434602
19.055891,21,413.434615
4.076135,5,413.434628
18.244007,21,414.924687
23.407763,26,414.924782
9.557205,11,414.924809
11.362619,13,414.92483
3.855258,5,414.92485
7.760149,9,414.924868
3.277229,4,414.924888
15.6525,19,416.608124
1.9602091,3,416.60821
1.9602091,3,416.60823
8.957162,10,416.608246
2.9592168,4,416.608261
8.849583,10,416.608276
16.754599,18,416.60829
6.924543,8,416.608305
1.9602091,3,416.608319
7.758337,9,416.608333
1.9602091,3,416.608351
8.959012,10,418.752978
7.9590125,9,418.753053
1.9602091,3,418.753069
5.765957,7,420.36007
1.7671529,3,420.360147
1.7649229,3,420.360163
8.957162,10,420.360177
2.566059,4,420.360189
9.720932,11,420.3602
4.957168,6,420.360211
1.9602091,3,422.030298
7.0031834,8,422.030386
15.589723,17,422.030406
3.7562654,5,423.607576
19.962057,22,423.607667
2.9592168,4,423.607695
2.9592168,4,423.607712
11.764106,13,423.607728
6.986004,8,425.562332
2.9573765,4,425.562408
3.9590473,5,425.562422
7.9571714,9,425.562432
3.9572015,5,425.562441
1.795329,3,425.56245
19.786736,21,425.562459
7.7583036,9,427.433598
23.366549,25,427.433683
17.755112,19,427.433701
10.078368,12,427.433715
10.048739,11,428.80909
7.5553603,9,428.809326
11.483354,14,428.809444
0.96601653,2,428.809554
6.7583127,8,430.320753
14.358731,16,430.320843
1.9602091,3,430.320866
0.96601653,2,430.320884
2.9573765,4,430.320904
7.9203167,9,432.424152
6.75792,8,432.424427
9.1625185,11,432.424564
5.9571633,7,432.424686
7.780996,10,432.424808
1.9583726,3,434.106741
2.8530676,4,434.106823
1.9602091,3,434.106841
6.955316,8,434.106853
9.760149,11,434.106866
3.9572065,5,434.106879
10.555375,12,434.10689
21.609556,25,435.762059
0.96601653,2,435.76233
5.360396,7,435.762468
7.7601495,9,435.762588
5.5594707,7,435.762611
14.573847,18,435.762629
12.601057,14,435.762645
15.404446,18,437.223977
5.5590897,7,437.224071
4.760184,6,437.224096
1.9602091,3,437.224113
2.403409,4,437.224129
10.221491,13,437.224146
9.352709,11,437.224163
1.0853348,2,439.327981
11.557611,13,439.32813
4.756104,6,441.033122
16.557585,18,441.033216
8.724331,10,441.033239
1.7671529,3,441.03326
4.760184,6,442.555128
10.557211,12,442.555226
8.758304,10,442.555245
8.788723,10,442.55526
1.9602091,3,442.555273
8.959012,10,442.555286
9.1641655,12,442.5553
6.9590125,8,442.555314
1.9602091,3,444.059624
3.7581232,5,444.059715
17.203577,19,446.097483
15.480094,17,446.097566
3.9875665,5,446.097583
7.169427,10,447.833294
7.121548,8,447.833387
7.1976485,8,447.83341
5.362626,7,449.409867
7.557206,9,449.410141
6.7583,8,449.410288
7.9553165,9,449.410413
14.971494,17,449.410433
6.4045534,8,449.410452
1.9851663,3,451.097977
12.160654,14,451.098055
4.7583427,6,451.098072
1.9858845,3,451.098084
6.7257786,8,451.098096
11.168288,13,451.098107
8.560214,10,451.098119
14.758299,16,451.098131
8.39776,10,453.240885
7.7603183,9,453.240976
5.400533,7,453.240997
8.754858,10,453.241015
4.1990967,6,453.241031
15.823114,19,453.241045
2.5642135,4,454.81048
9.472603,14,454.810554
1.9602091,3,456.433456
1.9583726,3,456.433545
13.072516,14,456.433569
2.7613456,4,456.43359
9.591306,11,456.433607
2.9592168,4,457.929276
3.2140667,5,457.92936
7.880464,9,457.929377
17.221128,24,457.929391
3.9590473,5,457.929404
4.5596437,6,457.929417
7.006223,9,457.92943
1.7649229,3,457.929443
1.7649229,3,457.929455
29.199621,30,457.929468
17.807621,22,460.040412
9.052249,10,460.040506
8.247044,10,460.04053
3.9571974,5,461.624578
3.1234238,4,461.624674
13.406027,16,461.624698
8.804328,11,461.624718
8.366168,10,461.624737
12.557203,14,463.258912
13.951336,15,463.258999
4.208119,6,463.25902
6.562307,8,463.259037
5.2071023,7,464.721367
3.7581232,5,464.721453
6.9226966,8,464.72148
26.95691,29,464.721503
13.362424,15,466.752179
10.76015,12,466.752262
1.9583726,3,466.752282
7.925612,9,466.752311
1.9583726,3,466.752328
19.271643,20,466.752341
8.794007,10,466.752355
7.85525,9,466.752369
25.585777,27,466.752382
1.795329,3,466.752395
17.561314,19,466.752408
4.760184,6,466.752422
18.252817,22,468.300947
1.7671529,3,468.301033
28.046873,30,468.301054
4.959018,6,468.301071
10.390613,12,468.301086
2.0541613,3,469.783443
14.754218,16,469.783527
6.197649,7,469.78355
7.879496,9,471.462298
14.453762,17,471.462368
7.7603183,9,471.462384
1.9602091,3,471.462394
13.243528,16,471.462404
5.957164,7,471.462413
1.9602091,3,471.462422
1.9602091,3,471.462431
8.195335,9,473.536006
7.9590125,9,473.536081
7.9590125,9,473.536099
13.561286,15,476.70835
2.9592168,4,476.708455
4.765962,6,476.708477
4.19534,5,476.708494
7.76411,9,476.708508
9.955312,11,476.708522
1.9200563,3,476.708536
4.9553394,6,478.343295
14.595269,16,478.343382
7.4460344,9,478.343403
6.9590125,8,478.343419
11.959012,13,480.638317
6.9590125,8,480.638403
9.759291,11,482.33384
7.759291,9,482.333919
7.9590125,9,482.333938
1.9602091,3,482.333954
4.760184,6,482.333969
11.761141,13,482.333983
12.757441,14,482.333998
16.59978,19,482.334012
7.9590125,9,482.334026
8.758307,10,484.249814
11.595269,13,484.249905
5.5614605,7,484.249926
8.957171,10,484.249944
1.9602091,3,484.249959
15.959012,17,484.249976
14.853633,16,485.847411
8.765956,10,485.847503
6.7542357,8,485.847522
15.996935,17,485.847536
0.98938525,2,485.847549
14.197648,15,485.847563
1.7649229,3,485.847575
4.1215634,5,487.7659
8.957162,10,487.765991
7.5600476,9,487.768689
8.957163,10,489.458249
12.792282,14,491.118536
6.9857173,8,491.118637
3.9894397,5,491.118671
2.9592168,4,491.118701
4.765962,6,492.869318
7.9590125,9,492.872669
12.998786,14,492.872775
13.924544,15,492.872845
9.985744,11,492.872911
25.339872,30,492.872975
5.1953363,6,495.132405
2.9943972,4,495.13249
9.197648,10,495.132513
23.362593,25,496.745772
11.99694,13,496.745856
6.7603188,8,496.745878
20.595268,22,496.745895
17.20542,19,496.745914
7.9571624,9,498.484766
8.052263,9,498.491651
10.760148,12,498.491732
16.570925,19,498.491755
6.9590125,8,498.491776
10.959012,12,498.491794
10.998785,12,500.265502
3.9590473,5,500.265574
6.760154,8,500.265587
3.9590473,5,500.265597
19.752748,21,501.854062
16.561455,18,501.854141
17.756449,19,501.854162
10.078359,11,501.854177
4.9571724,6,501.854191
1.9602091,3,501.854206
8.758299,10,503.546842
15.163559,17,503.546946
2.9592168,4,503.546962
4.9571776,6,505.421482
3.9590473,5,505.421587
5.794133,7,505.421619
10.959012,12,505.421648
3.9571974,5,507.061676
3.9571974,5,507.061749
10.922698,12,507.061765
3.9571974,5,507.061778
1.7671529,3,507.06179
7.4079847,9,509.126296
7.0452332,9,509.12676
8.07425,9,509.131468
11.790437,13,509.1316
19.464043,22,510.94195
14.5575075,16,510.942044
11.757918,13,510.942068
1.9602091,3,510.942086
5.919858,7,510.942102
7.9571624,9,510.942119
3.9988117,5,510.942134
16.752499,18,510.94215
10.985181,12,510.942166
0.96601653,2,510.942181
7.9590125,9,510.942197
1.9602091,3,512.763465
10.924543,12,512.76356
14.794132,16,512.763588
6.725767,8,512.763608
9.758332,11,512.763626
2.8552978,4,512.763642
13.758308,15,512.763659
8.758304,10,514.490101
4.7584777,6,514.490219
6.760154,8,514.493598
2.1625543,4,514.49366
10.757918,12,514.493681
3.8501768,6,515.964131
7.557198,9,515.964257
4.0766654,5,515.964304
1.9602091,3,515.964319
0.96601653,2,517.55726
6.9590125,8,517.557349
2.9573765,4,517.557371
1.9602091,3,517.557388
7.955575,9,517.557404
8.951376,10,517.557421
1.9602091,3,519.27624
3.9894397,5,519.276335
3.9590473,5,519.276359
9.792287,11,519.276378
18.853058,23,520.844333
5.7601547,7,520.844429
1.9974614,3,520.844451
3.9590473,5,520.844469
0.96601653,2,520.844485
10.561285,12,522.934869
18.561247,21,522.935145
9.957171,11,522.935283
26.754623,29,522.935386
8.052263,9,522.9355
6.7659564,8,524.623987
0.96601653,2,524.62408
14.161709,16,526.258465
3.9572015,5,526.258556
22.71774,24,526.258582
1.9602091,3,526.2586
7.595298,9,526.258641
4.1958075,5,527.942755
7.964729,10,527.942832
7.757853,10,527.942851
21.56028,24,527.942864
1.9602091,3,530.047122
2.7591155,4,530.047692
4.1234093,5,530.047733
14.565248,16,530.047751
28.55391,30,530.047765
1.9602091,3,531.62358
8.955317,10,531.623661
11.589866,13,531.623681
1.9602091,3,531.623696
19.654541,21,533.424007
6.5564337,8,533.424445
11.557598,13,533.424609
5.9590135,7,533.424747
1.9602091,3,533.424884
17.252466,19,535.052249
12.957162,14,535.052332
13.757918,15,535.052354
8.362422,10,535.05237
26.818178,30,535.052387
9.7564535,11,536.760941
12.955049,14,536.761011
8.011364,11,536.761024
12.561285,14,536.761034
9.725679,11,538.434872
7.9590125,9,538.434952
9.561285,11,538.434973
1.9602091,3,540.061729
28.163557,30,540.061796
4.957168,6,540.06181
4.959018,6,541.824719
12.9531975,14,541.824804
4.0056815,6,541.824827
9.49912,11,541.824844
13.161323,15,541.82486
4.0056815,6,543.762454
5.488636,8,543.762536
15.219353,20,543.762557
7.372877,10,545.433251
6.0481396,7,545.433345
2.4011736,4,545.433366
5.9825583,7,547.098261
17.396402,21,547.103859
8.952931,10,547.103907
9.400967,11,547.103919
5.555649,7,548.85379
3.5261908,6,548.853859
3.9590473,5,552.335993
2.9573765,4,552.336176
3.273276,4,552.336207
5.207513,7,552.336223
16.864658,23,552.336237
19.870241,21,552.336252
10.376334,14,553.858883
13.955048,15,553.858963
9.7919855,12,557.625108
23.02113,30,557.625186
4.003446,6,557.625205
10.953209,12,557.625217
11.653408,15,559.32361
5.3603907,7,559.323718
6.0511355,9,559.323745
2.3959103,4,559.323767
12.559473,15,561.044483
17.398531,20,561.044568
20.323391,27,561.04459
14.34541,20,561.044607
3.1978648,5,561.044622
3.1978648,5,561.044639
7.206147,10,562.635842
4.754113,6,562.640952
1.597429,3,562.641007
1.597429,3,562.641026
8.810265,12,562.641042
21.726055,30,564.557209
20.778513,30,564.557288
16.037643,23,566.162144
5.4864173,8,566.162232
22.919237,30,566.162251
6.2853184,9,567.851509
21.093622,30,567.851596
13.981255,15,567.851619
3.758513,5,567.851636
15.559435,17,567.851652
17.547823,19,569.445525
2.5990593,4,569.445613
2.3985653,4,571.467344
3.8477137,6,571.467414
18.608757,23,571.467432
2.398546,4,573.150957
5.7601547,7,573.151035
14.247056,19,573.151055
4.800528,7,573.151067
22.20212,30,573.151078
4.7887297,6,573.151088
23.314096,30,574.837669
23.07138,30,574.837757
2.3959103,4,574.837779
12.11365,13,576.460309
