#{"t_start": 1774912043.0290809, "env_id": "None"}
r,l,t
1.6000372,3,306.639082
4.208509,6,306.639102
3.3991742,5,306.639119
13.770456,17,310.255156
9.180808,14,310.255242
9.621224,14,310.255263
19.517712,26,310.255279
9.359163,12,310.255295
4.8920455,8,310.25531
5.0488167,7,311.84331
11.616546,15,311.843603
6.6066523,9,311.843749
4.652293,7,314.203553
23.31294,30,315.847265
19.575106,23,315.847367
1.853301,3,315.847402
20.824017,30,315.84742
6.0462728,9,315.847436
7.198253,9,315.847449
25.027092,30,315.847463
1.795329,3,315.847476
2.3993435,4,317.530975
24.302122,30,319.333213
4.2877455,7,319.333384
1.9275646,3,322.020462
13.518351,15,325.468454
5.7636533,8,327.067407
3.5261908,6,327.067504
12.569998,18,331.778887
21.465141,30,331.778951
23.573122,30,331.778963
21.48323,30,331.778973
20.850054,30,340.127404
20.884209,30,343.772995
21.764448,30,343.77308
11.827309,18,348.177108
7.1139765,11,348.177199
11.058303,16,349.775108
21.217348,30,351.59025
20.933172,30,355.860528
2.908734,5,357.790163
23.004478,30,357.790253
17.3854,24,361.856571
20.625235,30,363.665198
12.07074,18,363.665273
23.63005,30,363.665288
21.375484,30,365.575406
21.411865,30,365.575473
22.978918,30,365.580539
19.793137,28,365.580699
21.150387,30,370.171661
21.413189,30,370.171726
21.618458,30,372.044749
11.062633,16,372.045663
8.572858,12,373.891161
20.212696,29,373.891222
21.144875,30,375.851621
21.374905,30,375.851713
20.76828,30,375.851733
20.920021,30,375.851749
21.03438,30,375.851765
21.120487,30,380.263928
21.377478,30,380.263988
22.368134,30,382.10627
2.1317585,4,382.10636
4.8843074,7,386.403754
3.855258,5,386.403833
19.357498,27,386.403851
4.9876413,6,388.165599
7.2072854,9,388.165702
21.918985,30,388.165722
4.3991456,6,388.16574
1.7671529,3,388.165757
8.504887,12,388.165773
12.092307,16,390.050844
21.977234,30,391.975389
9.704469,13,391.975478
21.776052,30,391.975498
22.56824,30,391.975511
5.0823874,7,394.885235
2.724045,4,394.885322
1.9602091,3,394.885346
7.9191146,10,394.885367
10.702527,14,394.885386
7.2149286,9,394.885404
13.461334,16,396.685859
8.760149,10,396.686065
2.5626516,4,396.686139
3.076305,4,396.686203
1.1240078,2,396.703241
10.883497,14,398.382443
1.9875622,3,398.38253
18.724096,27,398.382555
11.4009,14,400.351001
1.9602091,3,400.351092
15.547719,19,400.351114
1.1211282,2,402.893843
17.33613,22,402.893914
20.081,27,402.893933
2.7591155,4,402.893946
14.904376,20,404.750058
6.7560697,8,404.750138
22.719673,30,404.750155
0.96601653,2,406.677026
10.8423195,13,406.677231
7.5594735,9,406.67732
3.9590473,5,406.6774
5.955059,7,408.52631
3.9556112,5,408.526502
3.9590473,5,411.377992
0.96601653,2,411.378069
9.119695,10,411.37809
16.433447,22,411.378106
10.955333,12,411.37812
7.246204,9,411.378134
3.9572015,5,413.386478
7.4043007,9,413.386547
4.9571724,6,413.38656
7.9590125,9,413.38657
22.98827,30,413.386579
3.5602517,5,413.386587
2.7591155,4,413.386596
1.9602091,3,413.386604
11.522832,13,413.386612
8.277194,9,413.386621
20.525732,24,415.258792
1.9602091,3,415.258887
5.390612,7,415.258905
1.9602091,3,415.258919
24.176197,30,416.85073
11.446631,14,416.850813
8.557244,10,416.850832
2.7661605,4,419.686746
3.2753794,4,421.583957
2.7595088,4,421.584044
10.679775,12,423.512373
2.9592168,4,423.512439
4.959018,6,423.512458
3.40935,5,423.512471
3.9590473,5,423.512484
3.7611759,5,425.342027
6.2771945,7,425.342106
13.045028,14,425.342128
11.679667,14,425.342145
4.7579536,6,425.342161
9.756436,11,428.010198
1.9602091,3,428.010282
6.9184284,8,428.010301
14.3583765,16,429.819243
6.557235,8,429.819304
7.5613146,9,429.819318
9.955312,11,429.819327
3.794167,5,431.789328
10.955312,12,431.789395
11.591569,13,431.789417
2.908734,5,433.754215
3.9571974,5,433.754282
1.0831046,2,433.754298
0.8546482,2,433.754309
3.9571974,5,436.458379
1.7649229,3,436.458456
3.9571974,5,436.458472
9.754218,11,436.458483
8.953454,10,436.458495
2.41598,4,436.458506
6.7659564,8,436.458517
9.760148,11,436.458528
5.7579246,7,438.159966
8.847534,11,438.160028
1.278391,2,439.852566
2.9592168,4,439.852651
5.758473,7,439.852669
23.233505,30,444.335654
3.0522132,5,444.335738
3.3671954,5,444.335759
11.721726,13,444.335777
5.082293,6,444.335794
8.9534855,10,446.267838
6.1682982,8,446.267922
5.765957,7,446.267944
20.050411,21,446.26796
13.969435,16,446.267975
2.7591155,4,447.937757
6.754228,8,449.725968
12.76373,16,449.726188
25.087196,29,452.381058
9.839588,12,452.381365
10.282182,13,454.388168
7.7560687,9,454.388233
6.0488534,8,454.388246
20.160872,22,455.970036
6.567262,8,455.97017
3.9590473,5,455.970204
4.566241,6,455.970227
8.953725,10,455.970248
13.611095,17,457.775027
10.248873,12,457.775116
2.652321,4,457.775134
4.474139,6,460.408338
1.9583726,3,462.252613
11.951093,13,462.252689
20.941511,24,462.252707
5.690071,8,462.25272
7.163044,9,464.041648
4.359125,6,465.947132
2.757267,4,465.947223
1.5763971,3,468.687585
13.446631,16,468.687648
11.752769,13,470.654567
12.014113,15,470.654648
7.953727,9,470.654665
10.371336,13,470.654679
14.2446995,16,470.654693
16.20358,18,472.545259
11.022231,14,472.549518
6.75792,8,472.549691
22.65016,27,472.549717
1.9602091,3,472.549734
10.194629,13,472.549752
8.55905,10,474.704906
7.0058436,9,474.705171
8.254817,10,476.745003
4.765962,6,476.74527
2.9592168,4,476.74539
22.879885,26,476.745528
5.7579246,7,476.745637
8.146723,11,476.745744
1.9583726,3,478.6416
1.795329,3,478.641681
24.00174,26,478.641699
7.8044486,9,478.641714
2.8534377,4,478.641729
7.406135,9,480.553262
7.760149,9,480.553359
3.765991,5,480.553383
13.674661,15,480.553402
1.9602091,3,482.450418
3.9590473,5,482.450504
4.11232,5,482.450524
1.1985551,2,482.45054
1.9602091,3,482.450556
4.760184,6,482.450572
4.9875903,6,482.450587
1.9602091,3,482.450602
1.9602091,3,482.450617
7.195336,8,482.450632
3.9572065,5,485.14467
17.159859,19,485.144771
1.0508548,2,485.144792
14.7583,16,485.144809
6.760154,8,485.144826
22.15763,24,485.144842
21.863478,25,487.024467
13.20912,15,488.769806
1.795329,3,490.578457
3.0921602,5,490.578539
5.3661957,7,493.134151
5.451811,7,493.134405
16.553717,18,493.134522
4.0433874,6,493.134539
3.7603533,5,493.134554
3.7887948,5,493.134568
3.7562892,5,493.134581
10.161358,12,494.841581
8.201148,10,494.841669
7.957163,9,496.443195
5.3692274,7,496.443295
4.1756234,6,496.44332
4.3806195,7,496.443336
10.0997095,12,496.443354
1.7649229,3,496.443371
22.614918,27,498.246779
5.015204,7,498.246874
1.9583726,3,501.025887
11.843205,14,501.032006
6.2639227,9,501.032063
8.356722,10,501.032081
7.5930386,9,501.032096
9.959012,11,501.03211
8.561191,10,502.886273
4.27535,5,502.886356
2.2773986,3,502.886379
2.7591155,4,504.674508
3.9590473,5,504.674595
12.957162,14,504.674619
8.807319,11,504.674637
4.761147,6,504.674653
9.996554,11,504.674669
3.2444696,5,506.607714
6.76015,8,506.607826
1.9583726,3,506.607863
10.959012,12,509.309
2.9573765,4,509.309083
3.9590473,5,511.205912
11.951876,13,511.205977
11.362421,13,513.12515
10.164552,12,513.132802
7.955575,9,514.951052
6.1234064,7,514.951137
3.7603533,5,514.951162
10.957162,12,517.487559
4.408217,6,517.487629
2.8505347,4,517.487643
11.959012,13,519.37801
27.650337,30,519.378085
3.9572015,5,521.365603
10.438412,12,521.3657
4.119973,5,521.365732
19.170303,22,521.365757
16.553904,18,521.365782
6.6769285,8,523.340634
13.679915,15,523.340725
5.765957,7,523.340753
8.952921,10,526.047371
10.757172,12,526.047447
7.44113,9,526.047464
7.601212,9,526.047478
9.247167,11,526.047491
12.327679,14,527.76204
3.919456,5,527.76212
1.9602091,3,529.603711
14.201497,16,531.363132
4.959018,6,531.363196
4.05225,5,531.36321
11.966427,14,534.060055
4.9571686,6,534.060148
6.4045534,8,534.060169
8.557848,10,534.060186
2.7193046,4,534.060202
4.560616,6,536.04374
5.5624475,7,536.04383
8.758299,10,536.043853
6.193946,7,536.043871
7.754228,9,536.043889
13.358336,15,536.043904
15.55741,17,537.998971
20.754606,22,537.999042
1.9602091,3,537.999056
1.6557845,3,537.999066
5.756075,7,540.063739
11.673088,13,540.063827
20.173843,23,540.063849
4.9571686,6,542.833517
3.2148979,5,542.833615
5.5622835,7,542.83364
20.833954,23,544.750267
1.9602091,3,546.504039
4.7579536,6,546.504117
3.9590473,5,546.504136
1.9602091,3,546.50415
4.7579536,6,546.504165
11.957162,13,546.504179
8.159515,10,546.504194
4.273246,5,548.33833
5.9590135,7,550.844059
2.5990593,4,550.853619
5.9590135,7,550.853673
4.601082,6,550.853693
10.756462,12,550.853709
4.982214,6,554.475506
23.201752,25,554.503193
17.391117,19,554.503412
9.758299,11,556.662331
15.562785,17,556.662414
8.64653,11,562.689248
26.495293,30,562.689316
7.358999,9,564.57827
5.665005,9,567.469973
7.320734,10,567.470062
24.976854,30,567.470079
17.786318,19,576.036969
25.13732,30,577.629302
10.170984,15,581.74784
25.019032,30,586.377442
3.9986022,6,588.239661
23.761316,30,588.239762
10.4272785,16,590.048039
23.31598,30,590.048117
14.522833,22,592.739088
1.6000543,3,594.43835
8.857937,13,594.438432
23.314758,30,596.280516
21.374157,30,596.280583
22.95625,30,598.111646
2.398546,4,598.111717
22.631613,30,598.111731
12.382912,18,600.711677
22.474096,30,600.711848
10.663592,16,600.711956
22.472254,30,600.71198
8.977381,12,602.507675
21.305998,30,604.464956
22.117912,30,606.325311
18.966135,27,606.325399
4.8045826,7,606.325426
3.0505962,4,606.325447
3.2045453,5,606.325465
17.800028,25,609.208659
21.81094,30,609.208723
23.826881,30,609.208735
21.125237,30,609.208743
21.179413,30,609.208751
16.390812,23,611.008984
6.0511355,9,612.805317
20.539883,30,612.805407
22.07732,30,612.805438
20.454542,30,612.805459
6.406855,9,612.805528
22.89957,29,614.676189
4.00123,6,614.67628
4.601082,6,616.662948
5.965891,8,616.663152
21.520391,30,616.663186
2.7613456,4,616.663206
20.771713,30,616.663225
5.9911895,8,616.663244
2.5660536,4,618.451266
12.36219,15,618.451346
3.884128,6,618.451368
1.6000543,3,618.451385
20.612995,25,618.4514
11.896387,17,620.443808
2.4011905,4,620.444098
4.760184,6,620.44785
5.56132,7,620.447879
4.8045826,7,620.447895
1.795329,3,622.177585
9.361568,12,622.177672
1.1240078,2,624.504591
20.492168,30,626.226152
4.966841,7,626.226236
9.295101,14,626.226258
3.3649323,5,626.226277
1.9583726,3,628.142005
1.9602091,3,628.142094
17.34043,23,628.142113
5.165489,7,630.239733
3.7585073,5,630.239824
4.0531054,6,632.335985
5.567188,8,632.336077
5.56132,7,632.336104
10.964729,13,632.33612
17.217064,22,634.377375
11.913924,17,634.377458
2.9592168,4,634.377476
9.362451,11,636.424439
5.95688,8,636.424594
3.9572065,5,636.430194
7.372772,11,636.43045
8.082145,10,638.424323
5.7560744,7,638.424399
8.561285,10,638.424416
1.9602091,3,640.575912
2.908734,5,642.582996
5.8519454,7,642.583068
14.061248,18,642.583088
13.309095,17,642.583101
2.757267,4,644.526112
6.0456085,7,644.533557
13.162948,16,644.533827
7.9590125,9,644.53386
14.652036,18,644.533886
4.562312,6,644.533911
7.275269,9,646.44811
12.164308,15,646.44859
12.16547,14,646.448747
14.163588,16,649.224452
8.654771,10,649.224546
5.7583323,7,649.224572
20.410492,24,649.224595
4.589426,6,649.224615
2.7591155,4,651.434006
17.3012,21,651.434086
15.891221,20,653.364691
1.9602091,3,653.364797
1.1211282,2,653.364816
9.957167,11,653.364831
5.2056665,7,653.364845
16.159601,18,655.314057
2.0541613,3,655.314174
3.9894397,5,655.314214
9.98574,11,657.548779
24.739819,30,657.54886
4.765962,6,657.548883
7.765956,9,657.548901
9.756069,11,659.637686
6.5012355,8,659.637772
17.962845,20,661.464365
1.9602091,3,661.464453
8.50122,10,663.203594
2.050634,3,663.203677
3.9590473,5,663.203693
7.9553213,9,663.203706
5.9590135,7,663.203717
3.9590473,5,663.203728
6.595298,8,663.203739
6.8533993,8,665.771608
3.9590473,5,665.771689
9.692056,12,665.771711
9.407984,11,665.771728
8.959012,10,665.771744
6.4061403,8,667.625648
12.76015,14,667.626245
5.9571633,7,667.62659
1.9602091,3,669.573761
16.758299,18,669.573845
7.367852,9,671.410677
2.9592168,4,671.41074
6.2048426,8,671.410754
20.783442,22,671.410765
2.9592168,4,671.410775
1.9602091,3,671.410787
2.9592168,4,671.410799
3.9572065,5,674.243427
12.957162,14,675.840299
2.957371,4,675.840407
0.96601653,2,675.844437
13.953462,15,675.84451
2.957371,4,675.844532
7.7583036,9,675.84455
1.7671529,3,675.844568
4.9571686,6,677.866094
8.593419,10,677.866158
6.567262,8,679.960616
12.076513,13,679.960711
2.7661605,4,679.960735
15.360572,17,679.960753
1.9602091,3,682.691882
3.7611759,5,682.691947
10.116821,11,682.691961
3.9590473,5,682.691974
8.560047,10,682.691984
6.562307,8,682.691994
8.758299,10,682.692004
15.754861,17,684.436659
5.2071023,7,684.43674
4.959018,6,684.436757
3.9590473,5,686.208127
12.758304,14,686.20821
9.955333,11,688.297879
26.85155,28,691.143629
7.7601495,9,691.143702
3.765991,5,691.143719
1.9602091,3,692.942298
3.9590473,5,692.942396
3.9590473,5,692.942417
13.961612,16,692.942432
11.959012,13,692.942447
4.959018,6,694.455944
4.9571724,6,694.456043
4.7262053,6,696.205413
6.5992265,8,696.205539
7.758303,9,696.20557
6.2716694,7,696.205593
7.9590125,9,696.205614
2.792487,4,696.205635
7.4061346,9,698.435103
29.352789,30,698.435185
14.052263,15,698.435202
20.969986,23,698.435215
1.278391,2,702.134833
8.75406,10,702.134917
1.9602091,3,702.134935
12.197648,13,702.134948
13.006844,15,702.134961
6.997064,8,702.134973
5.3603907,7,703.961966
12.557754,14,703.96205
2.9851782,4,703.962068
3.794167,5,706.506956
4.9571776,6,706.507037
10.758301,12,706.50706
14.752113,16,706.507078
6.559441,8,708.454427
6.5590606,8,708.454757
1.853301,3,708.454791
5.998914,7,710.235117
14.812385,17,710.235197
11.373514,13,710.235219
8.762972,11,712.156005
6.562447,8,712.156096
16.159468,18,712.156115
2.9592168,4,714.569442
1.1240078,2,716.339167
7.9860024,9,716.339264
16.35834,18,716.339285
18.163593,20,716.339301
3.9590473,5,716.339317
24.453821,26,716.339332
10.527302,12,716.339347
7.5613184,9,716.339362
14.758298,16,716.339376
6.0840344,8,718.064455
5.4080234,7,718.064534
11.083994,13,718.064555
8.957163,10,718.064572
5.922313,7,718.064588
7.7976913,9,720.150899
11.756078,13,720.150974
7.561286,9,720.150996
6.4061494,8,720.151013
1.9602091,3,724.336594
5.9590135,7,724.336682
2.7591155,4,724.336705
9.361177,11,724.336723
7.9590125,9,724.33674
3.277229,4,726.083274
3.7603533,5,726.083335
1.9583726,3,726.083349
1.1985551,2,727.952914
2.957371,4,727.953169
4.1934743,5,727.953306
4.05059,5,727.953433
11.203201,13,727.953572
15.757441,17,730.792079
4.761147,6,730.792163
9.792282,11,730.792185
18.285177,21,732.383802
6.5934157,8,732.383893
1.9602091,3,732.383916
4.2753544,5,734.405973
9.764101,11,734.406065
7.5012345,9,734.40609
10.761141,12,734.40611
18.613403,21,734.406129
10.955313,12,736.473866
9.756718,11,736.473932
2.7613456,4,736.473944
12.562447,14,736.473956
4.408217,6,739.438667
1.1240078,2,739.438748
9.654544,11,739.438762
1.278391,2,739.438773
9.406133,11,739.438784
1.9602091,3,741.603944
9.169697,11,743.504398
11.957162,13,743.504724
4.959018,6,743.504884
17.983637,19,745.482513
6.9590125,8,745.482593
8.959012,10,745.48261
12.167817,14,745.482624
7.7560687,9,748.267551
3.9590473,5,748.267622
3.9590473,5,748.267639
2.2773986,3,748.267653
2.7591155,4,748.267664
7.1957984,8,748.267676
7.9590125,9,748.267688
7.5600476,9,748.2677
5.957164,7,750.076149
14.553242,16,750.076247
18.000761,20,751.871632
10.392321,12,751.871726
11.595268,13,751.871748
19.959011,21,751.871767
7.9553213,9,751.871783
2.275553,3,751.871798
5.601741,7,753.743065
6.404288,8,756.275683
6.52452,8,756.275764
6.800673,8,756.275785
3.9590473,5,756.2758
1.9602091,3,758.272601
3.9590473,5,758.272692
3.4001958,5,760.170624
17.20266,19,760.170717
6.758337,8,760.170737
6.9553223,8,760.170754
2.5990593,4,760.17077
6.9590125,8,762.035716
6.955324,8,762.035799
5.329533,8,764.675276
9.273494,10,764.675358
6.4079905,8,764.675382
4.959018,6,764.675399
13.758299,15,764.675416
2.4011736,4,764.675432
15.119969,16,764.675448
2.586801,4,766.55893
18.561285,20,766.559017
5.605736,8,770.074951
9.967202,12,772.739521
2.7613456,4,772.739606
15.392701,17,772.739629
4.358755,6,774.577264
10.957162,12,776.469609
10.854125,14,776.469694
4.802364,7,778.559264
7.7542205,9,778.559353
7.9202604,9,778.559374
8.659203,12,780.86524
20.952126,22,782.677825
4.760184,6,784.635799
11.163558,13,786.570343
10.410691,14,786.570437
4.801955,7,791.439202
9.894328,14,793.346397
16.96814,20,793.346839
10.139809,15,795.166
6.4068556,9,795.166078
23.322773,30,795.1661
5.6079545,8,795.166116
3.9986022,6,797.758595
23.554579,30,797.758682
11.412553,15,797.758698
11.825479,18,799.570129
16.574095,25,799.570226
2.4011736,4,803.361784
9.935265,14,803.361867
22.857525,28,806.17107
7.6010585,9,806.171132
2.3967428,4,806.171144
2.5642135,4,806.171153
20.791327,29,808.113034
22.621754,29,810.058178
17.901962,24,814.634519
22.792284,30,814.634606
19.23334,27,816.343508
16.564732,19,818.307942
21.72624,30,818.308011
2.3959103,4,818.308026
21.051132,30,818.308038
5.600436,8,820.243565
19.964424,23,820.24366
23.104612,30,823.246921
8.00281,11,823.247009
5.556463,7,823.24703
3.9572015,5,825.263558
10.257775,15,827.271911
7.800895,10,827.271995
1.1985551,2,827.272013
21.447815,30,827.272027
16.74897,23,827.272041
22.995539,30,827.272054
1.9602091,3,827.272067
5.678403,7,829.110059
27.3697,30,829.110146
16.770872,21,831.643133
13.080177,18,831.643444
13.078543,16,831.643585
9.564766,12,831.643719
1.9602091,3,833.832366
1.278391,2,833.832458
23.395302,30,833.832486
16.360186,18,833.832507
5.9590135,7,833.832528
1.9583726,3,833.832548
3.9590473,5,833.832568
13.417956,19,833.832587
18.21991,25,833.832608
14.256704,19,835.742532
23.589298,30,835.74262
2.7613456,4,837.569754
12.369095,15,837.569834
11.764198,15,837.569851
20.387548,27,839.870182
18.578335,23,839.870266
3.277229,4,839.870288
5.9590135,7,841.7567
0.96601653,2,841.756793
5.1976495,6,843.658385
9.959012,11,843.65847
10.760149,12,843.658489
3.9590473,5,843.658506
4.959018,6,845.806608
1.9602091,3,845.806692
5.9590135,7,845.806717
17.161722,20,845.806736
13.362422,15,848.526674
18.455578,23,848.526786
4.959018,6,848.526819
0.98938525,2,848.526843
12.959012,14,848.526867
11.052263,12,848.526889
6.9590125,8,850.540248
0.98938525,2,850.540336
2.9894383,4,850.540359
5.9590135,7,850.540379
7.9590125,9,852.26624
8.197649,9,852.266321
1.9602091,3,854.204167
3.1123488,4,856.658253
1.9602091,3,856.658345
5.047726,6,856.658367
4.04773,5,856.658385
9.98944,11,856.6584
2.9592168,4,856.658415
7.9590125,9,856.658429
10.794132,12,858.705945
10.959012,12,858.70601
14.054113,15,858.706026
6.9590125,8,860.751027
1.9602091,3,862.739224
3.9894397,5,862.739313
14.054113,15,862.739334
7.9571624,9,862.739351
1.1240078,2,862.739366
5.957164,7,865.058169
6.9590125,8,865.058259
