#{"t_start": 1774912042.7189057, "env_id": "None"}
r,l,t
10.756449,12,160.343975
3.9894397,5,160.343989
2.1365967,4,162.88713
8.357662,10,162.887209
10.127356,12,162.887267
3.557625,5,162.887283
8.358545,10,164.672992
3.5914052,5,164.673082
15.350032,17,164.673104
8.652408,10,166.352377
6.484081,8,166.352466
10.301738,14,168.15435
5.3617525,7,168.154608
8.565254,11,168.154737
3.3627512,5,170.914574
2.7591155,4,170.914661
8.564288,11,172.689644
4.9654083,7,174.646669
14.460596,18,174.646754
5.052954,7,174.646777
1.0543947,2,174.646794
11.105421,15,174.64681
9.919164,12,174.646826
3.5624819,5,176.350451
7.5022345,11,176.350543
20.892693,27,176.350566
10.102492,14,176.350585
11.895874,15,178.898748
10.173046,14,178.899002
10.55783,14,178.899129
12.6654,17,178.899245
6.5935845,8,178.899361
5.8813105,8,180.676642
5.793377,8,180.676719
3.981974,5,182.749187
15.005036,18,182.749294
2.957371,4,184.23471
6.750813,8,184.234801
6.5652437,8,184.234829
11.559708,15,184.234854
3.5261908,6,186.888951
9.052086,12,186.889025
8.09444,11,188.734905
3.7603533,5,188.739902
2.9221802,4,190.554478
8.959012,10,190.554724
9.241252,11,190.554844
5.0864916,8,190.554951
5.7542286,7,194.992689
13.085635,16,194.99276
14.203003,17,194.992774
3.9553723,5,196.752204
7.281416,10,196.752293
2.7591155,4,196.752318
8.409843,11,196.752337
7.0043983,9,196.752356
1.9602091,3,196.752374
22.128864,30,196.752389
5.084209,7,198.567189
6.3388023,10,198.567272
3.7923212,5,200.653116
22.10749,30,200.653202
5.454682,8,200.653224
3.9572065,5,200.65324
1.9583726,3,203.548476
10.282597,13,203.548585
1.8555311,3,203.548615
9.251851,11,205.5153
11.777709,16,207.284417
10.026736,14,207.284867
4.110474,5,207.285014
12.456108,16,207.285133
1.7671529,3,207.285259
1.9602091,3,208.880371
4.237318,6,208.880461
4.208119,6,208.880482
25.44412,30,211.734588
17.582188,23,211.734698
28.030926,30,211.734739
10.762732,14,213.573056
4.4022474,6,213.573135
12.930668,17,213.573153
1.995165,3,215.370959
1.7269592,3,215.371044
7.4465094,10,215.371067
12.960996,15,215.371086
1.6022727,3,217.281285
11.393068,13,217.281368
5.839621,8,217.281385
12.687198,16,220.064757
6.388764,8,220.064848
0.96601653,2,221.88078
9.380065,13,221.88086
24.43065,30,221.880882
3.7810469,6,223.548527
1.9583726,3,223.548613
6.4570355,8,223.548635
17.205162,21,223.548651
19.254202,23,223.548668
3.9553487,5,225.581421
15.231308,18,225.581505
4.7561126,6,225.581524
13.358342,15,225.581538
11.956553,14,225.581552
18.313618,26,228.448398
7.967441,10,228.448481
5.559084,7,228.448501
1.278391,2,228.448515
7.1302853,10,228.448528
4.761147,6,230.285613
3.7603533,5,230.285684
2.41598,4,230.285698
6.9026203,10,231.959706
12.794632,14,234.06294
10.9692745,15,234.063031
10.671304,13,234.063055
3.7611759,5,236.435042
4.9555893,6,236.435124
4.599228,6,236.435141
16.353073,18,238.46289
8.524953,11,238.462979
8.357488,10,240.256971
6.81619,9,240.257048
9.557371,12,240.257063
12.829642,15,240.257074
5.249419,7,242.369424
4.7574606,6,242.369516
1.9602091,3,242.369541
1.7671529,3,245.01403
17.338264,22,245.014251
11.247774,14,245.014317
7.1591287,9,246.946823
6.763011,9,246.946904
9.201705,11,246.946922
1.1962425,2,248.959251
2.7613456,4,248.959336
5.760319,7,248.959356
18.561913,24,248.959371
8.875387,10,248.959386
6.5545754,8,248.959399
8.559055,10,250.963589
11.750912,13,250.963729
4.1234093,5,253.891514
8.957162,10,255.46491
7.8534403,9,255.464992
8.758308,10,257.269353
24.894533,29,257.269441
2.9573765,4,257.26946
2.9592168,4,257.269475
7.2091265,9,257.269488
13.756627,15,257.269502
7.757919,9,259.112067
1.1985551,2,259.113225
3.9590473,5,259.113272
5.4022183,7,261.780079
18.443125,23,261.780148
4.9539905,6,261.780161
6.119442,7,261.780171
8.595268,10,261.780181
20.856869,26,261.780191
2.4011736,4,261.780199
4.2122726,6,263.666473
7.2021027,9,263.666559
16.754057,18,263.666577
15.156083,17,263.666594
3.9590473,5,265.438385
8.999281,11,265.438507
6.955575,8,265.438549
8.164609,10,265.438581
3.2023098,5,267.16568
6.557788,8,267.165964
1.597429,3,267.166093
6.644682,9,267.166216
4.9571776,6,270.118121
1.278391,2,270.118428
2.957371,4,270.118624
4.765962,6,271.83638
2.5682893,4,271.83671
2.4383488,4,271.836845
4.162744,6,271.836882
5.758305,7,271.836909
4.7187133,6,271.836935
3.7562826,5,273.636609
2.2510998,4,273.636685
17.56258,21,273.6367
16.32785,19,273.636713
13.758298,15,273.636724
22.349787,24,275.32447
5.756084,7,278.250241
4.761147,6,279.988885
23.202837,26,279.988972
3.0548327,5,279.988996
3.36535,5,281.640151
3.2330143,5,281.640231
8.19254,12,281.640254
6.756086,8,281.640272
28.753984,30,283.441835
4.2103457,6,283.441929
3.5584104,5,283.444331
6.157426,8,286.054585
5.5756707,8,286.054674
12.950298,14,286.054697
1.6000372,3,287.944203
6.594899,8,287.94783
21.589455,23,287.94787
10.363379,13,287.947889
12.362427,14,289.85412
7.5465493,11,289.854202
7.193459,9,289.854221
10.358334,12,291.743608
14.562103,17,291.743754
12.564111,15,291.743785
6.5389576,10,291.743803
3.853761,6,291.743819
0.96601653,2,291.743834
1.7671529,3,291.74385
12.720426,16,294.476129
7.807115,10,294.476204
1.9602091,3,294.476218
5.5654135,7,296.220559
8.211468,11,296.220651
13.957656,17,296.220673
4.2151604,6,296.220691
0.96601653,2,296.220707
7.7584724,9,296.220723
9.157638,11,296.220739
13.521501,15,297.9591
1.1240078,2,297.959184
7.0547595,10,299.63702
5.9946265,7,299.637102
12.93102,17,299.637117
3.927465,5,302.54927
10.8025255,13,302.549357
9.799923,11,304.419481
8.341463,12,304.423459
8.796209,10,304.423508
2.9592168,4,304.423525
6.923196,8,304.423539
10.996935,12,306.61681
13.327529,16,306.616885
5.7611423,7,306.616904
5.9571633,7,306.616918
1.9602091,3,308.389819
4.9571724,6,308.3899
27.131168,30,308.389925
6.9590125,8,308.389942
7.7256794,9,308.389958
1.9851663,3,310.99741
1.9583726,3,310.997669
5.5952983,7,310.997807
11.804321,13,310.997925
1.9602091,3,310.997947
7.760178,9,310.997965
3.794167,5,310.99798
9.992867,11,312.881485
5.7583046,7,312.881561
6.955058,8,312.881576
4.194217,5,314.864239
4.1957994,5,314.864325
1.7269592,3,314.864345
12.557222,14,314.864362
9.7583,11,314.864378
6.3669887,8,314.864393
2.9854574,4,316.751884
5.5992227,7,316.75199
1.7671529,3,316.752021
3.9572015,5,319.081454
2.3985653,4,319.081532
10.7888565,12,320.648423
1.795329,3,322.582209
14.995487,17,324.548499
0.96601653,2,327.240667
3.7603533,5,327.240756
2.5682893,4,327.240778
4.688457,7,327.240795
6.9798684,10,327.240811
5.818272,9,328.992201
7.9804153,11,328.992298
12.756454,14,328.992327
4.6463532,7,328.992348
7.8192463,11,328.992368
14.3908615,16,328.992387
5.361777,7,328.992406
5.9571633,7,328.992424
5.196495,7,328.992442
1.0853348,2,330.913702
12.37854,16,332.684164
7.847774,11,332.684264
17.158604,19,335.608982
9.75891,12,335.609056
9.728353,13,335.609075
10.05265,13,335.609089
8.560445,10,335.609102
2.41598,4,335.609116
6.75792,8,335.609129
3.9857323,5,338.862556
2.7595088,4,338.86263
11.962783,16,338.862649
11.555358,13,338.862663
3.7611759,5,338.862677
10.728311,14,338.862704
9.365249,12,340.742821
4.7584777,6,340.742927
6.8000503,8,343.593897
2.5634325,4,343.59398
5.8517947,7,343.594001
3.9590473,5,343.594017
24.757685,27,343.594032
3.5624819,5,345.162527
7.760149,9,345.162619
1.9602091,3,345.162638
6.9571624,8,345.16265
2.9573765,4,347.285273
6.2480583,8,349.456999
15.932472,19,349.457085
16.753036,18,349.457106
12.1671295,14,349.457122
9.760154,11,352.183313
9.807773,12,354.099576
24.254444,29,354.099647
6.906502,9,354.09969
10.98759,12,354.099701
6.760154,8,356.144375
4.7579536,6,356.144463
8.557206,10,356.144487
26.215605,30,356.144506
6.957163,8,356.144522
1.9877434,3,356.144539
14.549823,16,358.039179
6.9590125,8,358.03933
5.7579246,7,358.039391
3.5988894,5,360.692317
10.877617,12,360.696196
2.724045,4,362.449691
7.0793233,8,362.449786
16.093605,18,364.24446
8.759303,10,364.244562
1.9602091,3,364.244591
21.91936,25,366.113676
8.123406,9,368.793624
11.559435,13,368.793698
4.364792,6,368.79372
3.9553723,5,370.497797
5.756084,7,370.497879
11.996475,14,372.384359
14.512146,16,372.384425
11.955321,13,372.384439
19.171104,22,374.267105
7.0510445,9,374.267188
7.7583036,9,376.998356
16.161888,18,376.998425
9.786496,11,376.998439
4.8804893,6,376.998449
17.60225,20,376.998457
12.758477,14,378.84976
19.752495,21,378.84985
1.9602091,3,378.849871
5.596262,7,378.849888
10.194834,12,378.849904
15.597386,17,380.63448
10.535401,14,380.634596
12.559435,14,382.515455
8.5893345,10,382.515554
1.9583726,3,382.515587
8.718406,11,382.515612
12.75647,14,385.187152
17.362593,19,385.187229
6.0682163,7,385.187249
2.5942352,4,385.187263
6.654529,8,387.260337
9.7219715,11,387.260424
9.55905,11,389.18126
4.2082677,6,389.181334
2.3967428,4,389.181353
9.388766,11,390.878787
12.886516,16,390.878879
4.367166,6,390.878901
1.795329,3,390.878919
2.4465384,4,393.451647
2.3974714,4,393.451768
5.5194654,8,395.484703
1.9602091,3,395.484775
7.4827313,10,395.484788
7.388764,9,395.484799
3.3649876,5,397.448541
5.253564,8,399.372586
1.9602091,3,399.372674
11.358544,13,399.372691
2.7613456,4,399.372707
5.2275825,8,399.37272
7.6082406,10,401.577368
25.279428,28,401.577435
10.006187,12,403.436874
13.683782,17,403.443895
7.488749,10,403.44398
11.841851,15,403.444012
24.198477,28,405.254234
6.5612907,8,405.254318
3.9590473,5,405.254342
1.9602091,3,407.385774
9.126401,12,407.385857
18.48378,22,407.385881
9.809157,12,410.060541
1.7671529,3,410.060632
6.9571624,8,410.060655
8.559436,10,410.060673
1.9583726,3,411.935402
8.759303,10,411.935493
1.795329,3,411.935513
4.761147,6,411.935528
6.957172,8,411.935754
12.762263,14,416.091525
6.564003,8,416.091623
2.3967478,4,416.091652
3.9550917,5,418.551564
7.9571624,9,418.559778
26.583586,30,418.55984
11.754206,13,418.559861
8.211487,10,418.559878
4.813546,7,418.559894
2.7661605,4,418.559912
25.566671,30,418.559928
4.959018,6,420.188074
18.958975,21,420.188235
10.955317,12,420.188261
5.7584696,7,420.188278
17.081795,20,420.188295
1.0508548,2,422.060578
1.2765543,2,422.060676
5.9590135,7,426.745184
5.016273,7,426.745268
2.9592168,4,426.745291
26.749563,28,426.745309
9.790577,11,426.745325
1.9602091,3,426.74534
6.559474,8,428.354527
5.7564673,7,430.17514
7.20745,9,430.175226
12.677606,15,430.17525
3.7585073,5,430.17527
11.584472,13,430.175288
5.5970273,7,432.079644
16.555714,18,432.079734
4.75931,6,432.079749
25.805882,28,432.07976
8.801199,11,432.079772
24.76028,27,434.019925
5.344717,8,435.856827
10.605087,13,435.856921
16.758299,18,435.856945
3.9590473,5,435.856963
7.3634434,9,437.714794
3.9572065,5,439.646309
8.982531,10,441.940256
4.2021375,6,441.940539
3.7907274,5,441.940722
11.561287,13,441.940877
18.451977,20,441.941003
4.656659,6,443.876204
4.390564,6,443.876264
14.394369,16,443.876277
6.6767316,8,445.762045
3.9572015,5,445.762134
15.880303,18,445.762156
5.560598,7,445.762174
9.555652,11,447.590526
8.259184,11,447.590625
1.9602091,3,449.809649
1.9602091,3,451.276148
15.555367,17,451.276243
15.555737,17,451.276265
28.004726,30,451.276296
1.9602091,3,451.276316
8.953735,10,452.96489
11.007153,14,454.835334
8.402176,10,454.835544
1.1211282,2,454.835632
1.2765543,2,454.835755
6.7611413,8,457.780135
11.760149,13,457.780222
5.9590135,7,459.360664
15.3509445,17,459.360753
13.098312,15,459.360771
1.7649229,3,461.085057
14.224184,18,461.085129
19.848173,23,461.085142
9.566235,11,461.085152
5.39435,7,463.064451
20.652813,23,463.064541
6.679555,8,463.070528
1.9602091,3,463.070574
13.205407,15,465.662718
16.187668,18,465.6628
1.1985551,2,465.662818
1.9251442,3,465.662834
11.557601,13,467.361052
1.8864712,3,469.048027
3.9590473,5,469.048119
9.756453,11,469.048142
3.1205497,4,469.048159
1.6000543,3,470.934223
13.595269,15,470.934506
8.561285,10,470.934673
6.595298,8,470.934823
8.243104,10,473.85782
5.9636607,8,475.540219
6.546663,10,475.540822
4.654509,7,475.541236
25.498676,30,477.172139
4.0056815,6,477.172392
2.9573765,4,477.172525
3.078535,4,477.172645
19.788225,26,477.172765
6.4022174,8,482.287573
17.760406,19,482.287696
3.9993918,6,482.287721
23.508997,30,482.287739
4.8517265,6,483.917949
0.96601653,2,485.779801
7.617359,11,485.779886
7.568164,10,487.455572
5.768367,8,487.4557
9.3212385,11,487.455723
13.452792,16,487.455739
21.95716,23,490.24907
9.093153,13,490.249156
4.879502,6,490.249181
12.776126,17,491.954154
6.9987855,8,491.954251
4.806818,7,491.954278
7.959866,10,491.954299
8.376343,12,493.970949
7.285288,10,493.971035
5.772835,8,493.971056
13.409084,16,493.971073
7.207992,10,496.046812
28.765831,30,496.04691
23.896475,29,496.046935
8.957162,10,496.046955
25.557585,27,496.046975
6.9590125,8,498.123434
19.294222,23,498.123512
1.9583726,3,498.123532
2.403409,4,499.789478
6.7583,8,499.789548
1.6000543,3,499.789564
9.047725,10,501.452377
15.330963,19,501.452469
11.074377,12,501.452494
23.94872,30,501.452513
1.9583726,3,501.452529
1.6000543,3,503.354305
2.4011905,4,503.354398
5.3887835,7,503.354418
1.0543947,2,506.257408
22.47952,30,506.257499
1.9583726,3,507.991368
7.564083,10,507.991455
2.120634,3,507.991477
2.7591155,4,507.991495
4.359538,6,507.991512
6.160674,8,507.991526
7.3928695,9,509.87333
6.3606157,8,511.773201
23.546312,30,511.773478
3.0548327,5,514.378661
1.9602091,3,514.378747
12.161707,14,516.068611
4.444591,6,516.068698
19.656887,23,517.86633
3.595473,5,517.866423
14.189707,15,517.866443
4.720035,6,517.866458
13.413667,16,517.866473
9.119242,12,517.866488
7.85525,9,517.866502
5.3682637,7,519.635959
11.758308,13,519.636033
14.472072,21,519.636051
7.360606,9,519.636064
0.98509765,2,519.636077
3.6057556,6,519.63609
3.9590473,5,519.636103
8.758307,10,522.263498
3.9572065,5,522.263597
5.5622835,7,522.26362
9.174347,13,522.263637
5.9952106,7,522.263688
1.9602091,3,524.07653
7.480564,10,524.076819
3.0491812,5,524.076958
12.948142,18,526.053212
18.163557,20,526.053301
2.5990593,4,526.053327
1.597429,3,526.053345
5.9532213,7,527.819813
4.447915,6,531.955534
4.3925233,6,531.955626
15.695512,21,531.955647
5.358544,7,531.95569
13.179163,16,531.955704
5.1598916,7,535.716298
4.7540007,6,535.716384
1.5982071,3,538.289412
5.690946,9,538.289483
1.9602091,3,538.2895
4.0743012,5,538.289513
8.872699,10,538.289525
7.7562246,9,538.289536
19.962053,22,538.289547
6.784909,8,538.289557
10.652618,15,542.160884
17.616375,22,542.160979
6.2334757,8,542.161
24.184515,30,542.161017
9.354654,11,542.161035
4.52517,6,544.113793
1.7671529,3,544.113873
9.261119,12,546.814395
12.851041,15,548.688138
21.771826,30,548.688211
8.55905,10,552.383758
4.9315042,7,552.38383
3.953524,5,552.383851
10.941894,15,552.383868
6.792278,8,554.710387
7.656659,9,556.663618
14.752744,16,556.663738
10.186206,12,556.66376
21.416994,25,558.475942
3.3979666,5,558.476033
25.28643,30,558.47605
8.660251,11,560.637558
18.926394,22,560.637721
8.009129,11,560.637785
9.2685,10,562.999804
16.291208,21,562.999866
18.048483,22,562.999879
12.55168,14,564.981069
3.9993846,6,564.981144
7.955333,9,566.956592
10.35503,12,566.956696
4.9168763,7,566.956717
11.959012,13,568.880538
4.761147,6,568.880627
12.874369,15,568.880646
5.003434,7,571.576111
11.3635845,13,571.576182
19.956987,22,571.576197
7.9553,9,571.576206
18.409098,22,571.576213
3.9571974,5,573.400254
22.095848,28,575.114591
1.7167277,3,575.114663
5.9867396,8,575.114678
17.763752,26,576.99131
3.855258,5,576.991398
17.759914,20,576.99142
9.1596775,11,576.991437
15.214866,19,576.991453
5.7544875,7,579.754056
3.9590473,5,579.754143
9.2002535,11,581.646342
9.088125,13,583.18024
20.8785,30,583.180321
12.943212,19,583.180338
10.198977,12,585.040536
6.874178,8,587.782439
10.524964,12,587.782531
7.0955653,10,587.782553
20.539858,30,587.782572
5.8862376,9,589.619452
13.329296,18,589.619578
1.2765543,2,591.269155
4.557544,6,591.269237
11.255287,16,591.269258
5.7676063,9,593.2911
2.3967478,4,596.270534
14.106139,17,596.270625
2.4564393,4,596.270645
4.197296,6,596.270658
15.455288,17,598.056161
2.446695,4,598.059607
16.752476,18,598.059698
14.51633,17,599.717838
2.3959103,4,599.717922
10.801523,13,601.475074
8.035752,11,601.475171
10.390474,12,601.475192
11.774982,16,604.314337
5.6030917,8,604.314446
10.165364,13,604.314479
20.983284,30,604.314505
5.360786,7,606.080166
21.88754,30,607.664645
9.402727,12,607.664727
1.9894304,3,607.664746
7.3557177,9,609.672714
16.470503,22,612.552529
5.654157,7,612.552617
3.2023098,5,612.552642
3.197027,5,614.381039
14.531668,18,614.38114
6.1306696,9,614.381162
18.677896,24,618.245265
1.6471453,3,620.988086
7.7548265,10,620.988334
6.3978825,9,624.785763
19.706812,26,624.785854
3.2023098,5,629.416711
22.208391,26,629.416795
6.886346,9,631.044595
20.412672,29,631.044664
8.808419,12,632.669336
6.1629357,9,632.669414
22.359228,30,634.519133
13.062908,19,637.077703
5.455645,8,637.077805
11.501381,16,637.077829
18.670044,26,637.077847
3.9590473,5,638.980173
6.4115567,9,638.980263
12.003902,15,638.98028
22.060379,30,638.980293
23.869333,30,638.980306
15.696325,21,638.980318
3.9590473,5,640.895063
21.56377,30,642.983739
2.0541613,3,642.98381
15.01986,21,642.983824
1.9602091,3,642.983835
4.0765247,5,642.983845
6.195795,7,642.983854
20.212025,28,642.983862
17.436947,24,645.974811
8.154234,10,645.974883
1.9602091,3,645.974896
12.207934,16,647.78775
1.1240078,2,647.787837
14.167965,18,647.792467
18.70372,25,647.792518
4.957168,6,649.613755
9.962845,12,649.613836
7.760149,9,651.552787
2.7591155,4,651.552872
8.757918,10,651.552894
18.91251,26,651.552911
23.6305,30,651.552926
20.156643,28,651.55294
18.255953,21,651.552956
3.0548155,5,653.820937
1.6000543,3,653.821015
14.827218,20,653.821034
16.408602,20,653.82105
3.2171164,5,655.656953
6.955048,8,655.657052
5.334091,8,655.657076
4.756096,6,655.657094
20.43733,27,657.434541
8.455913,10,659.361081
2.5990593,4,659.361204
1.9602091,3,661.546257
3.7611759,5,661.546335
11.757918,13,661.546351
3.9556112,5,661.546365
1.9583726,3,663.358283
6.5606103,8,663.358367
4.5614896,6,665.272894
8.807471,11,665.272978
8.959012,10,665.272996
9.756068,11,665.27301
25.412483,30,665.273023
4.5574136,6,665.273036
25.143482,30,665.273048
8.756068,10,667.187055
2.7591155,4,669.664582
6.9553165,8,669.664666
1.9602091,3,669.664688
1.2765543,2,669.664704
8.361184,10,669.664719
3.7581232,5,671.369438
1.9583726,3,671.369522
1.9583726,3,671.369543
4.3966093,6,671.369559
11.557787,13,671.369575
4.5614896,6,671.369591
6.652325,8,671.369605
14.445204,16,671.369618
8.756632,10,671.369631
9.873664,11,673.148539
2.957371,4,673.148621
7.559465,9,673.148639
5.4080234,7,675.069486
15.047171,19,675.069577
10.955575,12,675.069597
8.959012,10,675.069614
3.4761548,5,675.06963
1.7649229,3,675.069646
1.6022727,3,677.948343
10.362303,12,677.948452
2.9592168,4,677.94848
5.6409273,8,677.948503
14.013172,18,677.948525
2.403409,4,679.888802
1.278391,2,681.561382
4.415027,7,681.565453
2.9306996,5,681.565506
3.675852,5,681.565524
1.9602091,3,683.213217
4.210486,6,683.213313
15.5575905,17,683.213345
5.0766606,6,683.213388
1.9602091,3,683.213413
5.9571676,7,683.213436
1.2765543,2,685.978949
18.640348,22,687.571387
6.559465,8,687.571684
3.955094,5,689.182904
7.559445,9,689.182979
5.2021284,7,689.182992
2.6579936,4,691.389286
24.792402,27,693.51916
6.246742,8,693.519569
3.7603533,5,693.519856
0.96601653,2,693.520083
1.2765543,2,693.520306
1.4547784,3,693.520523
7.009186,9,693.520736
7.9857907,9,693.520952
10.555355,12,693.521165
13.197769,15,693.521382
5.5719795,8,697.180906
9.555619,11,697.18098
7.8176613,11,697.180995
6.7922826,8,698.864655
21.44649,24,698.864747
1.795329,3,698.864765
15.163558,17,698.86478
7.3583565,9,698.864793
6.944724,10,701.564366
2.957371,4,701.564449
12.51988,14,701.564466
7.3683987,9,701.564482
3.9590473,5,703.467003
1.9602091,3,703.467092
7.596261,9,703.467115
16.75461,18,705.269071
9.360186,11,705.269156
4.9553103,6,705.269177
14.610308,17,705.269196
1.9602091,3,707.152994
7.3634434,9,707.153083
5.7863054,7,707.153104
27.016314,30,707.153121
6.957172,8,709.749646
3.9590473,5,709.749739
16.760149,18,711.348082
1.7649229,3,711.34819
5.9571676,7,711.348223
4.9571776,6,713.078587
6.593424,8,713.07867
1.9602091,3,713.078686
8.758303,10,713.0787
4.75931,6,713.078713
1.9583726,3,713.078727
19.589325,21,714.989187
2.9894383,4,717.888417
4.015057,6,717.888497
1.1962425,2,717.888515
10.560428,12,717.888528
7.561314,9,717.888542
19.952078,22,717.888554
14.359714,16,719.469779
8.073056,9,719.469876
24.307453,27,719.469899
6.760154,8,719.469919
3.0491953,5,721.054882
4.4000173,6,722.854924
8.955334,10,722.855013
7.1998725,9,722.855037
6.3635845,8,725.878571
11.7548895,13,725.878653
2.3993287,4,725.878675
6.275345,7,727.790734
15.3642645,17,727.790825
22.605381,25,727.790851
3.557625,5,727.79087
5.878775,7,727.790887
4.1664815,6,727.790905
5.1683187,7,727.79092
16.646408,19,729.613982
2.9592168,4,731.337617
10.138652,13,731.33776
1.1211282,2,731.337815
3.7905748,5,731.337859
2.123509,3,731.337903
13.412667,16,731.337945
10.561291,12,731.337987
4.2082677,6,731.338028
1.9602091,3,731.33807
0.96601653,2,731.338112
17.79807,19,731.338155
14.559055,16,731.338195
4.5614896,6,731.338246
5.9590135,7,731.338287
10.758299,12,731.338331
20.661379,25,734.46232
7.362427,9,736.292609
10.358724,12,736.292705
