#{"t_start": 1774912042.7189057, "env_id": "None"}
r,l,t
14.123406,15,1453.587765
3.9590473,5,1453.587787
9.959012,11,1456.444646
3.9590473,5,1456.444733
2.123509,3,1456.444756
7.9590125,9,1458.403078
2.9592168,4,1458.403164
7.9590125,9,1458.403187
21.054111,22,1458.403205
16.123405,17,1460.181079
20.277193,21,1460.181401
14.959012,16,1460.187885
18.959011,20,1460.188046
8.197649,9,1460.188178
9.959012,11,1462.044914
21.959011,23,1462.045037
4.2772,5,1462.045074
8.959012,10,1464.868577
8.959012,10,1464.868659
1.9602091,3,1464.868674
1.0543947,2,1464.868688
3.9590473,5,1464.8687
18.959011,20,1466.673164
2.2773986,3,1466.673253
3.1234238,4,1466.673271
9.123406,10,1468.4885
8.98944,10,1468.488569
2.9592168,4,1468.488584
9.959012,11,1468.488596
5.9590135,7,1468.488605
4.959018,6,1470.44538
11.959012,13,1470.449629
1.9602091,3,1470.449695
21.959011,23,1470.449718
9.959012,11,1473.256491
12.959012,14,1473.25657
3.1976752,4,1475.087813
9.277194,10,1475.087898
1.1240078,2,1475.087915
3.9590473,5,1475.087928
8.959012,10,1477.162408
19.959011,21,1477.162492
3.9590473,5,1478.9659
9.959012,11,1478.965987
1.278391,2,1478.96601
9.98944,11,1481.878592
1.278391,2,1481.879051
3.9894397,5,1481.879195
3.9590473,5,1483.885756
1.9602091,3,1483.885817
5.9590135,7,1483.885829
9.959012,11,1483.885838
8.277194,9,1483.885848
7.9590125,9,1483.885857
13.959012,15,1483.885865
9.959012,11,1485.578355
9.959012,11,1485.578429
3.9590473,5,1485.57845
6.9590125,8,1487.374436
8.123406,9,1487.37453
6.9590125,8,1487.374555
17.95716,19,1487.374573
15.277194,16,1490.254477
10.959012,12,1490.25456
1.9602091,3,1490.254578
18.95716,20,1490.254592
4.9571686,6,1492.217
2.4011905,4,1492.217062
6.9571624,8,1492.217076
19.957163,21,1492.217085
14.955048,16,1494.047196
11.052263,12,1494.047281
20.95716,22,1494.047305
4.0056815,6,1495.908735
12.957162,14,1495.908804
5.6030912,8,1495.908818
11.115468,12,1498.684293
16.277193,17,1498.684393
13.959012,15,1498.684415
4.8045993,7,1500.56325
3.1996822,5,1500.563339
5.605736,8,1500.563365
3.1996822,5,1502.36832
14.98759,16,1502.368412
2.403409,4,1506.842688
3.2023098,5,1506.842822
7.202709,10,1508.585528
8.062159,11,1510.456387
11.215908,15,1512.344287
10.414772,14,1515.356167
7.2102275,10,1515.35626
12.01218,16,1517.160259
8.009129,11,1518.862744
20.95292,22,1520.599587
11.213673,15,1523.68984
6.4015727,9,1525.487262
9.606117,13,1527.278572
3.1996822,5,1527.278645
8.804981,12,1527.278659
7.207992,10,1527.27867
10.414772,14,1528.980911
16.022724,21,1528.980995
4.7992997,7,1528.981019
2.398546,4,1528.981037
18.418615,24,1528.981053
13.614453,18,1532.056235
15.216724,20,1532.056338
6.409091,9,1532.056362
8.006501,11,1533.90468
12.017044,16,1533.904756
13.619316,18,1535.435177
2.3989275,4,1535.435274
2.403409,4,1535.435305
2.398546,4,1537.305811
20.020887,26,1537.311283
16.821642,22,1537.311343
15.577291,20,1540.434608
9.165574,12,1540.434717
8.810265,12,1544.177338
24.029222,30,1544.177423
24.030005,30,1544.177447
2.403409,4,1544.177465
2.4011736,4,1544.177482
2.6063628,4,1545.844927
2.403409,4,1545.845055
5.009128,8,1545.845096
23.318176,30,1545.845129
21.187477,27,1545.845162
19.776768,25,1545.845194
23.474094,29,1548.948718
21.216698,27,1548.948809
7.277194,8,1550.83531
25.184431,30,1550.83539
3.277229,4,1552.644658
24.5828,30,1552.644754
7.2564244,9,1554.28839
11.211045,15,1554.288468
4.0056815,6,1559.035506
25.181816,30,1559.035598
11.564733,14,1559.03562
11.2579155,16,1560.870547
9.613636,13,1560.870632
12.063317,18,1562.754307
6.4068556,9,1562.7544
22.244314,30,1565.735133
13.369301,16,1565.73525
16.368103,19,1567.380969
6.409091,9,1567.381064
15.765831,18,1569.137199
3.9590473,5,1569.143898
10.962459,13,1570.876233
13.105357,15,1570.876314
7.766035,10,1570.876329
21.88636,30,1570.87634
7.766035,10,1570.876351
4.959018,6,1573.946184
9.732954,13,1573.946267
11.163558,13,1573.94629
16.455591,21,1573.94631
15.662382,21,1575.777383
12.765831,15,1577.469109
17.026438,23,1577.469202
11.215908,15,1577.46922
6.0541134,7,1577.469235
1.9602091,3,1579.286952
12.078331,13,1579.287016
7.0541134,8,1581.981812
4.959018,6,1581.981895
13.737045,17,1581.98192
14.371584,18,1581.981936
3.9590473,5,1581.98195
10.197648,11,1583.652964
19.561285,21,1583.653056
15.371555,19,1583.65308
4.959018,6,1583.653097
12.81818,17,1583.653114
17.37967,22,1583.653129
5.9590135,7,1585.373481
0.96601653,2,1585.373563
1.9602091,3,1585.373581
3.0541215,4,1585.373595
1.9602091,3,1587.435534
7.766035,10,1587.435634
6.9590125,8,1587.435696
5.9590135,7,1587.435715
3.9590473,5,1587.435728
14.368104,17,1590.065765
1.9602091,3,1590.065852
7.9590125,9,1590.065872
1.9602091,3,1590.065889
8.959012,10,1590.065905
4.1976533,5,1592.059936
5.9590135,7,1592.060024
5.123407,6,1592.060046
3.9590473,5,1594.034813
8.959012,10,1594.034956
8.561285,10,1594.034999
15.065477,18,1596.05482
3.0541215,4,1596.054902
9.959012,11,1598.564665
6.9590125,8,1598.564751
5.794133,7,1600.55783
18.606632,22,1600.557921
19.976057,24,1602.436437
2.9592168,4,1602.436628
3.9571974,5,1602.439713
6.601076,8,1602.439784
6.9250417,8,1602.439817
18.796259,21,1602.439846
16.989439,18,1604.549797
18.163557,20,1604.550051
5.9590135,7,1604.550188
10.959012,12,1607.282933
9.197648,10,1607.283004
6.9590125,8,1607.283018
10.054113,11,1607.283029
1.9602091,3,1609.215742
13.957162,15,1609.215834
10.959012,12,1609.215854
5.9590135,7,1611.179113
8.98944,10,1611.179189
9.924543,11,1611.179205
7.9571667,9,1613.26836
6.7883463,8,1613.268448
3.2045453,5,1615.968441
3.9590473,5,1615.968533
3.9572065,5,1617.87841
13.082288,14,1617.878664
7.195795,8,1617.87879
6.76015,8,1617.878902
2.123509,3,1617.879012
10.758307,12,1617.879304
12.959012,14,1619.853242
4.1976533,5,1619.853329
8.6551485,10,1619.853354
24.959011,26,1619.853374
11.959012,13,1621.609092
2.123509,3,1621.609179
14.959012,16,1621.6092
16.277193,17,1624.291217
8.959012,10,1624.291283
13.323858,15,1624.291296
7.2079916,10,1624.291305
7.9590125,9,1624.291314
14.959012,16,1624.291322
6.9590125,8,1624.291331
9.996935,11,1626.189747
2.9573765,4,1626.189832
2.1978035,3,1626.189855
12.277194,13,1626.18987
7.98759,9,1626.189885
1.9602091,3,1633.057318
1.9602091,3,1633.057422
5.7601547,7,1633.057439
5.6079545,8,1634.848498
3.2023268,5,1634.848937
4.1215634,5,1636.641822
13.123406,14,1636.641962
7.207992,10,1638.548826
11.959012,13,1638.548929
6.9571624,8,1641.04287
6.409091,9,1641.047861
14.613636,18,1641.048018
0.8541667,2,1643.014966
11.195803,12,1644.685126
12.197648,13,1644.685207
3.2023098,5,1644.685231
19.95716,21,1646.687056
29.758299,30,1646.687124
14.277194,15,1649.298059
15.406134,17,1649.298123
17.955313,19,1649.298137
8.8125,12,1649.298146
15.959012,17,1651.281089
7.2102275,10,1653.348425
4.806818,7,1655.549571
2.5204918,4,1657.961105
13.619316,18,1657.96119
7.396241,10,1659.949626
17.980698,23,1661.84804
6.4068556,9,1661.848134
5.605719,8,1663.958352
14.473978,19,1663.958449
9.613636,13,1663.958472
18.957167,20,1666.70667
12.014809,16,1666.706725
1.278391,2,1666.706742
17.578363,22,1666.706757
3.2045453,5,1666.706771
8.009129,11,1668.587636
7.98759,9,1668.587746
21.795557,28,1668.587763
10.603022,14,1670.751962
9.987595,11,1672.744423
12.81818,17,1672.74452
17.982933,23,1672.744549
18.095375,22,1672.744574
2.0541613,3,1672.744595
8.567171,11,1672.744615
1.9602091,3,1672.744635
5.9590135,7,1672.744654
18.472332,23,1675.213955
11.169274,14,1675.21402
21.883972,30,1675.214034
19.979536,25,1675.214044
20.419237,25,1677.090173
3.9590473,5,1677.090267
3.9590473,5,1677.090289
15.577291,20,1677.090307
22.469704,27,1678.977071
5.9590135,7,1678.977145
17.976057,22,1678.977158
2.2773986,3,1678.977169
2.9592168,4,1680.685074
1.9602091,3,1680.68541
5.9590135,7,1680.685523
17.000805,20,1683.678845
9.98944,11,1683.678933
3.1976752,4,1683.678954
7.9590125,9,1683.678971
0.96601653,2,1683.678986
5.9590135,7,1685.436495
6.9590125,8,1685.436701
8.959012,10,1685.436789
6.9590125,8,1685.436867
5.277195,6,1687.351555
17.169239,20,1687.351633
2.1978035,3,1687.355718
3.9590473,5,1687.355768
5.9590135,7,1687.355789
3.9988117,5,1689.157458
4.959018,6,1689.15777
6.9590125,8,1689.157909
6.9590125,8,1689.158038
5.9590135,7,1692.264963
2.9592168,4,1692.265044
1.9602091,3,1692.265062
10.959012,12,1693.853098
8.959012,10,1693.85318
6.9590125,8,1693.853203
8.760149,10,1693.853221
3.9590473,5,1693.853238
18.53318,21,1695.690191
17.962458,20,1695.690285
7.9590125,9,1697.446378
7.9590125,9,1700.486659
21.771513,25,1700.486744
1.9602091,3,1700.486766
18.659832,21,1702.413726
4.760324,6,1702.413799
9.760149,11,1702.413816
11.959012,13,1702.41383
7.2753444,8,1704.293857
9.957162,11,1704.293952
6.9590125,8,1704.293972
19.95716,21,1706.061117
8.197649,9,1706.061201
1.9602091,3,1706.06122
5.7883463,7,1706.061234
7.9571667,9,1708.947068
9.957162,11,1708.947162
10.959012,12,1708.947185
11.957162,13,1710.904064
7.277194,8,1710.904137
11.195798,12,1710.904152
17.959011,19,1712.854062
6.9590125,8,1712.854143
1.1240078,2,1712.854167
1.9602091,3,1714.860739
4.959018,6,1717.349972
9.959012,11,1717.350066
1.9894304,3,1717.35009
12.197648,13,1717.350108
10.959012,12,1717.350124
10.959012,12,1719.151167
4.959018,6,1719.151261
13.760148,15,1719.151284
14.197648,15,1719.151301
5.98944,7,1721.000177
10.959012,12,1721.000431
0.96601653,2,1721.005153
16.959011,18,1721.00525
8.959012,10,1722.886433
10.959012,12,1725.968484
11.98944,13,1725.968553
6.9590125,8,1725.968568
7.9590125,9,1725.968578
19.275343,20,1727.700168
5.9590135,7,1727.700243
7.1976485,8,1727.700264
8.959012,10,1727.700281
11.123406,12,1729.598093
7.9590125,9,1729.598171
12.959012,14,1731.257018
5.2753544,6,1731.257105
17.760149,19,1731.257123
1.9602091,3,1731.257137
1.9602091,3,1731.257151
13.959012,15,1734.175621
17.79413,19,1734.175722
4.927462,6,1734.175739
1.9602091,3,1734.175749
5.9590135,7,1734.175758
2.957371,4,1736.196238
1.7649229,3,1736.196517
9.959012,11,1736.196668
8.197649,9,1736.196791
1.1962425,2,1737.901301
2.2755582,3,1737.901368
3.9572015,5,1737.901385
2.0541613,3,1737.901397
1.795329,3,1739.685462
7.9571714,9,1739.685539
10.794132,12,1739.685557
1.9583726,3,1739.68557
10.765956,12,1742.493768
9.765956,11,1742.493873
4.7579536,6,1742.493903
12.5671215,14,1742.493928
6.9571624,8,1742.493952
19.76114,21,1744.410476
24.95716,26,1744.410559
18.959011,20,1744.410584
4.959018,6,1746.264722
12.957162,14,1746.264813
6.9590125,8,1747.986397
13.98759,15,1748.033781
13.955313,15,1750.867023
8.197649,9,1750.867109
20.95531,22,1750.867133
5.9590135,7,1752.703918
12.955312,14,1752.703988
11.788727,13,1752.704005
5.9590135,7,1752.704018
13.957162,15,1752.70403
3.9894397,5,1752.704042
6.4079905,8,1752.704052
7.9223127,9,1754.469075
7.0541134,8,1754.469156
12.812499,16,1754.469173
4.959018,6,1754.469187
1.9602091,3,1756.376451
4.879502,6,1756.376532
11.275345,12,1756.376548
3.1234238,4,1756.376559
10.197648,11,1759.278546
7.9590125,9,1759.278713
3.0541215,4,1761.085396
10.197648,11,1761.085469
5.9590135,7,1762.987731
3.9590473,5,1764.779996
12.726166,14,1764.780081
9.959012,11,1767.787091
9.959012,11,1767.787171
11.123406,12,1767.787194
15.760149,17,1769.804213
18.561283,20,1769.80428
7.9590125,9,1769.810689
4.959018,6,1769.810743
13.197648,14,1769.810759
6.9590125,8,1771.700788
7.98944,9,1771.70087
10.98944,12,1771.700891
2.0541613,3,1771.700909
11.197648,12,1771.700925
6.197649,7,1773.453053
7.9590125,9,1776.460664
8.98944,10,1776.460754
7.98944,9,1776.460778
16.959011,18,1778.272855
4.959018,6,1778.272946
11.123406,12,1778.27297
9.959012,11,1780.102323
7.9590125,9,1780.102402
4.11232,5,1781.669012
9.959012,11,1781.669099
3.9590473,5,1781.674287
18.959011,20,1784.77098
2.0843422,3,1784.771061
18.959011,20,1784.77108
14.197648,15,1784.771094
6.9250417,8,1786.56939
7.9571624,9,1786.569475
7.9590125,9,1786.569494
3.7611759,5,1788.544688
6.9590125,8,1788.544943
14.959012,16,1788.545091
6.98759,8,1788.545219
16.95716,18,1788.54535
11.959012,13,1788.545478
0.96601653,2,1788.545608
8.959012,10,1790.158437
8.760319,10,1790.158527
8.760319,10,1790.158548
1.9602091,3,1790.158564
5.9590135,7,1790.158579
7.7603183,9,1790.158595
16.95716,18,1790.15861
4.406377,6,1793.089393
17.790577,19,1793.089477
1.7671529,3,1794.844706
2.957371,4,1794.844797
8.955313,10,1796.866621
1.9602091,3,1796.866711
1.9602091,3,1796.866731
9.959012,11,1796.866747
2.7591155,4,1796.866761
6.9590125,8,1798.534065
7.589482,9,1798.534206
7.0522633,8,1798.543728
3.9223301,5,1798.543842
2.9592168,4,1798.543876
20.95531,22,1798.543902
4.760184,6,1801.589095
11.275344,12,1801.589165
7.9590125,9,1801.589178
1.278391,2,1801.589188
9.957167,11,1801.589197
5.7579246,7,1803.4907
27.995123,30,1803.490782
1.9602091,3,1803.490803
5.998786,7,1803.490817
1.9602091,3,1805.348421
9.07833,10,1805.348509
3.9590473,5,1805.348533
6.9590125,8,1806.985581
1.9602091,3,1806.98565
1.9602091,3,1809.77882
7.9590125,9,1809.77889
8.922313,10,1809.778903
21.95716,23,1811.776836
18.760149,20,1811.776897
10.959012,12,1811.776911
10.054113,11,1813.47366
3.9590473,5,1813.473747
1.1240078,2,1815.213353
7.1976485,8,1815.213442
8.959012,10,1815.213465
6.0541134,7,1815.213483
8.197649,9,1818.276384
22.760149,24,1818.276599
11.959012,13,1820.113855
14.760149,16,1820.11985
15.957163,17,1820.119909
1.9602091,3,1820.119928
6.195336,7,1820.119945
8.959012,10,1820.119962
12.959012,14,1821.975707
6.9571624,8,1821.975791
4.959018,6,1821.975806
6.98944,8,1821.975815
8.98944,10,1821.975825
2.9894383,4,1823.786945
8.277194,9,1826.573652
8.123406,9,1826.573761
2.0541613,3,1826.573787
6.9590125,8,1826.573807
1.9602091,3,1826.573825
6.0541134,7,1826.573841
13.959012,15,1828.334223
3.1976752,4,1830.087845
18.959011,20,1832.04975
5.0541134,6,1832.049846
3.9590473,5,1832.049873
16.054113,17,1832.049891
14.959012,16,1832.049909
7.9590125,9,1834.782176
7.9590125,9,1834.782278
15.123406,16,1836.759829
5.0541134,6,1836.759924
5.9875665,7,1836.759948
7.9590125,9,1836.759967
7.9590125,9,1836.759984
4.0056815,6,1838.673174
9.27323,10,1840.391806
5.9571633,7,1840.391889
17.95716,19,1840.391907
18.959011,20,1840.391919
6.1234064,7,1840.391931
5.9571633,7,1840.391956
13.123406,14,1843.419209
4.959018,6,1843.419286
3.9550917,5,1843.419308
3.9590473,5,1843.419325
9.955048,11,1843.41934
14.959012,16,1845.298586
20.195793,21,1845.298652
5.9854755,7,1848.669278
2.398546,4,1848.669365
3.2023098,5,1851.447216
3.2000933,5,1851.447306
12.955048,14,1851.447328
8.810282,12,1851.447348
3.9590473,5,1853.454169
13.619316,18,1853.454263
12.275344,13,1853.454284
23.403202,25,1855.290637
4.760184,6,1857.159958
4.8598485,7,1857.160051
8.957162,10,1857.160074
8.009129,11,1857.160093
17.95716,19,1860.177291
29.959011,30,1860.177587
10.955049,12,1862.052801
24.119705,25,1862.05289
2.4011736,4,1863.86496
3.3238635,5,1868.35181
12.811864,17,1868.351897
10.556428,12,1868.351914
21.95373,23,1870.256803
19.955048,21,1872.244825
17.959011,19,1872.245402
12.012963,16,1876.850353
17.959011,19,1878.54938
9.664431,13,1880.371608
14.420452,19,1880.371731
12.017044,16,1882.289579
11.213673,15,1882.289675
11.213673,15,1882.289696
12.017044,16,1885.075863
4.0056815,6,1885.07615
6.4621215,9,1886.99105
8.8125,12,1886.991139
5.6079545,8,1886.99116
17.733107,23,1888.891208
15.221588,20,1890.583714
11.215908,15,1890.583786
8.130682,11,1890.583798
12.81818,17,1893.586322
21.28977,30,1895.56871
13.617081,18,1897.286961
5.6079545,8,1897.287056
21.048897,30,1899.177048
24.757917,26,1899.177567
21.051132,30,1899.177728
16.82386,22,1899.177863
21.048897,30,1899.177998
18.14137,23,1901.672557
11.215908,15,1903.697005
17.37967,22,1903.697083
6.1939836,8,1903.697107
20.807634,30,1903.697125
12.815945,17,1903.697142
21.243944,30,1905.697382
20.82954,27,1907.262656
7.2102275,10,1907.262736
3.2045453,5,1907.262752
12.017044,16,1910.095241
13.368104,16,1911.956246
11.860931,14,1911.956339
3.2045453,5,1913.763259
8.810265,12,1913.763342
11.215908,15,1918.690352
24.37723,29,1918.690441
7.2102275,10,1920.778246
12.937498,17,1920.778336
4.3636184,6,1922.585938
8.064394,11,1922.586012
15.221588,20,1922.586034
4.5596437,6,1924.387427
11.213673,15,1924.3875
5.858982,8,1924.387514
23.155663,30,1924.387524
7.930242,10,1924.387533
23.788757,30,1927.083883
7.2102275,10,1927.08397
0.96601653,2,1928.980262
9.063522,12,1928.980356
10.206932,13,1930.8892
5.375288,8,1930.889289
8.367064,11,1930.889312
11.573846,15,1930.889329
12.570618,16,1932.476754
1.9602091,3,1935.351083
17.270535,24,1935.351167
8.760149,10,1935.351192
10.964694,13,1935.35121
4.1976533,5,1937.297132
21.777193,26,1937.297217
12.864378,16,1937.297235
14.264655,20,1937.29725
19.013594,23,1939.172984
21.66234,27,1939.173073
14.492093,18,1939.173093
16.771513,20,1939.173108
6.9590125,8,1939.173122
8.561285,10,1939.173136
17.423706,23,1939.17315
11.362421,13,1939.173163
8.656385,10,1940.989848
17.169239,20,1940.989943
7.9590125,9,1943.894012
1.9602091,3,1943.894086
9.985181,11,1943.8941
7.9590125,9,1943.894111
7.9590125,9,1943.894122
5.9571724,7,1945.690302
3.9590473,5,1945.690394
1.9583726,3,1945.690418
5.9571724,7,1945.690434
6.1234064,7,1945.690448
1.9602091,3,1945.690463
3.121578,4,1947.561077
21.302515,27,1947.561178
1.9602091,3,1949.395779
7.9590125,9,1949.395869
5.9571633,7,1949.395886
10.959012,12,1949.395897
12.76482,15,1949.395908
1.1240078,2,1952.236281
13.959012,15,1953.887982
1.9602091,3,1956.061018
9.957162,11,1956.06111
6.9987855,8,1956.067709
11.998786,13,1956.067783
7.9590125,9,1957.965073
9.998786,11,1957.965158
4.959018,6,1960.676708
8.760149,10,1960.676918
4.959018,6,1962.656061
1.9602091,3,1962.656147
4.959018,6,1962.656171
8.197649,9,1962.656188
7.1976485,8,1962.656205
3.9590473,5,1962.656222
10.760149,12,1966.169172
14.123406,15,1969.173271
9.98944,11,1969.173372
1.9602091,3,1969.1734
1.9602091,3,1969.173421
5.1976495,6,1969.173439
18.959011,20,1969.173458
13.959012,15,1969.173476
1.9602091,3,1969.173493
13.959012,15,1970.944666
13.277194,14,1972.68509
11.959012,13,1972.690642
14.959012,16,1972.690703
13.123406,14,1974.487907
13.277194,14,1974.534107
4.959018,6,1974.534258
2.0541613,3,1974.53432
11.959012,13,1977.588076
7.9590125,9,1977.588161
1.9602091,3,1977.588182
1.9602091,3,1979.653557
10.959012,12,1979.653648
7.9590125,9,1981.552276
4.959018,6,1981.552521
15.959012,17,1981.552628
5.98944,7,1981.552731
8.197649,9,1981.552829
8.6551485,10,1981.552927
17.757917,19,1981.553024
20.959011,22,1983.279906
21.85525,23,1983.279979
5.9590135,7,1983.279992
18.123405,19,1983.280001
2.403409,4,1983.280011
13.054113,14,1986.165043
29.760149,30,1986.165133
19.197647,20,1986.165152
7.9571714,9,1987.986215
7.9571714,9,1987.986277
2.403409,4,1987.986292
5.9590135,7,1987.986301
14.959012,16,1989.680326
6.9590125,8,1989.680415
9.197648,10,1989.680439
4.2753544,5,1991.336033
4.955063,6,1994.088111
3.2045453,5,1994.08857
10.959012,12,1994.08873
11.957162,13,1995.856071
4.8045993,7,1995.856166
6.0541134,7,1995.85619
2.4011905,4,1995.856208
2.403409,4,1995.856223
21.959011,23,1997.772663
17.195333,18,1997.772757
18.959011,20,1999.537328
8.0065,11,1999.53741
1.7167277,3,2002.286246
8.0065,11,2004.196024
5.6030912,8,2004.196116
3.1996822,5,2004.196144
8.011364,11,2006.115347
3.1970465,5,2007.911186
6.4015727,9,2007.911268
10.409908,14,2010.535044
9.608772,13,2012.68917
8.00652,11,2014.462196
6.404247,9,2014.462277
7.207992,10,2014.462298
14.420452,19,2014.462314
1.597429,3,2014.462331
3.9981828,6,2016.344473
1.597429,3,2016.344568
6.404228,9,2016.344588
15.221588,20,2018.874818
5.7224097,8,2018.87489
13.619316,18,2022.483373
2.3985653,4,2022.483459
1.6000372,3,2022.483483
16.01786,21,2022.483501
14.420452,19,2024.372075
12.062555,16,2027.184788
2.398546,4,2027.18487
15.221588,20,2030.467898
1.6022727,3,2030.467983
21.62316,28,2032.280979
6.409091,9,2032.281047
6.4015727,9,2032.28106
16.872028,22,2035.14862
20.028404,26,2035.148732
20.020887,26,2036.734898
20.454542,30,2036.735033
15.219353,20,2036.735071
4.8045826,7,2036.735103
20.454542,30,2038.707107
20.746185,26,2040.588294
15.219353,20,2040.588376
1.655303,3,2043.542302
3.2023098,5,2043.542399
9.611401,13,2043.542424
17.617477,23,2043.542443
15.381606,20,2045.282296
14.583097,19,2045.282371
20.818268,30,2045.282388
3.2045453,5,2045.282402
17.21376,22,2045.282414
24.198965,30,2045.282427
10.00882,13,2045.28244
3.2045453,5,2047.311202
3.2023098,5,2047.311281
16.536442,21,2047.311297
8.8776655,11,2049.17784
3.2045453,5,2049.177933
13.36647,17,2049.177954
1.0508548,2,2049.177971
1.9602091,3,2049.177986
10.206933,13,2049.178003
1.9602091,3,2051.947118
2.4011736,4,2053.757234
23.074602,28,2053.757323
4.959018,6,2053.757349
2.403409,4,2053.757369
6.5924773,9,2055.668202
10.167209,13,2057.324611
3.2045453,5,2060.471719
7.1976485,8,2060.471813
10.363276,13,2060.471839
4.959018,6,2060.471859
2.9592168,4,2062.04883
21.774958,26,2062.04894
6.1234064,7,2063.944193
5.955323,7,2063.944285
2.3989825,4,2063.944308
3.9572065,5,2063.944324
5.9571724,7,2063.94434
3.9571974,5,2063.944355
18.369917,22,2068.715799
21.140537,25,2068.715887
10.193684,11,2068.715913
23.170057,27,2068.715933
8.959012,10,2070.472762
13.619316,18,2070.472842
8.275344,9,2070.472859
15.217507,20,2072.356874
18.426132,24,2072.356947
1.9583726,3,2074.277264
10.412537,14,2074.277352
26.379465,30,2077.200155
4.955063,6,2077.200249
5.9590135,7,2078.980003
3.2045453,5,2078.980089
2.5227273,4,2078.980111
20.024324,26,2080.837093
11.362421,13,2080.837192
16.817545,22,2080.837233
10.760149,12,2082.548205
6.9648986,9,2082.548308
17.362421,19,2082.548342
16.054113,17,2085.536799
5.1976495,6,2085.543693
2.4011736,4,2085.543771
7.760149,9,2087.322571
10.955048,12,2087.322639
12.054113,13,2087.322657
12.756078,14,2089.156542
6.9590125,8,2090.884878
16.82386,22,2090.884963
2.9552715,4,2093.895056
12.959012,14,2093.895126
16.82386,22,2093.89514
4.9571776,6,2095.427465
6.404228,9,2095.427529
6.4068556,9,2097.104724
6.4068556,9,2097.104788
4.003446,6,2097.104801
7.9590125,9,2097.10481
19.220953,25,2099.073267
4.058712,6,2101.960642
21.630676,28,2101.96074
24.031849,30,2103.714519
1.6022727,3,2105.674115
15.959012,17,2105.674178
15.085332,23,2107.45344
3.2045453,5,2107.453701
15.221588,20,2109.849015
13.139809,18,2118.308051
25.121555,26,2118.308139
13.412334,17,2118.30816
21.630676,28,2122.252781
24.190023,30,2122.252874
6.409091,9,2124.176195
22.840904,30,2124.176295
16.073519,21,2130.74275
22.597406,30,2132.680199
24.230688,30,2134.981568
21.88636,30,2136.661373
21.884142,30,2143.543633
21.767042,30,2143.543766
18.190819,26,2145.392204
21.88636,30,2145.392287
21.287535,30,2147.117642
21.643253,30,2148.877678
21.404224,30,2148.877816
21.012287,30,2153.860282
20.812496,30,2155.657188
20.931814,30,2155.657274
20.897831,30,2155.65729
21.25355,30,2157.264919
21.168215,30,2157.265005
19.295559,29,2157.265023
20.693178,30,2160.182173
21.011341,30,2160.182476
20.539877,30,2163.782383
20.454542,30,2163.782455
20.571642,30,2165.736506
20.454542,30,2168.451603
20.454542,30,2170.370851
20.454542,30,2170.371262
20.454542,30,2172.179424
3.2045453,5,2174.280197
12.152456,17,2178.645972
20.454542,30,2180.576966
20.539877,30,2180.577036
20.454542,30,2180.57705
21.282873,30,2185.21628
20.539877,30,2185.216346
20.454542,30,2187.173336
21.409088,30,2187.173431
2.403409,4,2188.970845
7.208009,10,2190.936929
13.617081,18,2193.593391
20.653387,30,2193.593484
13.815944,18,2193.593508
8.8125,12,2195.344295
13.977254,18,2195.344401
7.964729,10,2195.34443
20.976196,30,2195.344453
21.183416,30,2197.157825
8.810264,12,2197.157909
20.454542,30,2199.134244
11.4624815,17,2199.13434
16.774992,21,2202.157879
3.5624819,5,2202.157969
1.6022727,3,2203.834817
3.2023098,5,2203.834904
3.2023098,5,2203.834931
13.870339,18,2205.742365
20.454542,30,2205.742493
11.98944,13,2205.742522
25.697647,30,2207.376387
20.771713,30,2207.376488
20.454542,30,2210.280479
5.403206,7,2210.280559
21.01015,30,2212.080096
3.4578037,5,2212.080169
20.545685,30,2212.080183
18.060112,23,2214.137664
6.5612907,8,2214.140139
7.760149,9,2214.140594
9.326102,11,2216.014395
21.68531,30,2216.033713
4.9851804,6,2216.033812
1.9602091,3,2218.937391
25.214695,29,2218.943796
11.338718,16,2218.943834
12.78409,18,2218.943858
6.4019904,9,2218.94388
3.2045453,5,2218.943902
21.010181,30,2218.943923
12.81371,17,2220.982422
4.801955,7,2220.98251
8.159487,10,2220.982536
4.0034633,6,2220.982556
6.409091,9,2220.982574
21.964691,30,2222.853773
2.4564393,4,2222.853866
22.397015,30,2222.85389
1.597429,3,2224.648307
8.252554,10,2224.648409
8.009129,11,2227.686401
5.7224092,8,2227.686681
1.597429,3,2227.68684
3.2023098,5,2229.689769
2.4011736,4,2229.689857
14.362421,16,2229.689879
4.7992997,7,2231.679487
5.605719,8,2231.679554
22.35872,24,2231.684837
18.044775,21,2231.684893
6.459886,9,2233.687006
3.2500572,5,2233.687275
1.6000372,3,2233.687418
3.983333,5,2233.68755
1.597429,3,2233.687721
13.619316,18,2233.687852
6.4068556,9,2236.178713
0.8486727,2,2236.179156
6.4621215,9,2238.085421
17.22626,23,2238.085499
9.666666,13,2239.973406
7.202709,10,2239.973493
2.398546,4,2239.973513
8.804981,12,2246.269035
8.009129,11,2246.269112
3.2023098,5,2246.26913
7.202709,10,2248.068269
5.6587496,8,2248.068352
20.931814,30,2249.844194
16.068235,21,2249.844573
13.617081,18,2249.844724
5.6079545,8,2249.844848
5.600436,8,2249.844968
6.404228,9,2249.845085
4.0511937,6,2252.844941
5.600436,8,2256.448797
3.1996822,5,2258.291832
2.398546,4,2258.291925
7.2057734,10,2261.347401
15.7428255,20,2263.26504
11.769482,15,2265.152343
