#{"t_start": 1774950764.4366562, "env_id": "None"}
r,l,t
4.2772,5,80.415333
2.7591155,4,82.271471
11.995122,14,82.271598
11.6727705,13,82.271624
2.9573765,4,84.02303
15.890575,21,84.030628
15.918583,23,86.196303
15.61553,21,88.059314
8.36707,11,88.059442
6.1615267,8,88.059466
3.3671901,5,88.059481
2.9573765,4,89.987906
5.660281,8,89.988051
12.046975,13,89.988089
17.08155,21,89.988117
2.4011905,4,89.988141
2.7613456,4,91.621286
10.412519,14,91.621418
14.720651,22,91.621444
20.852232,30,93.934528
0.9182361,2,93.934676
19.620869,26,93.934706
20.722677,30,95.64571
13.601609,16,95.645841
12.602703,15,95.653538
3.2023098,5,95.653629
5.49216,8,95.653649
22.071386,30,95.653663
17.073254,25,95.653677
5.5930443,7,95.65369
3.7564077,5,97.540172
7.1761355,11,97.54054
12.841699,16,97.540664
7.328342,10,98.962385
23.356518,30,101.397437
2.4011736,4,103.148355
15.616839,21,103.148472
11.659203,16,103.148494
1.6022727,3,103.148507
2.0454545,4,103.148521
22.23847,30,104.84156
19.175154,25,104.84223
15.580952,21,104.84239
4.6830306,7,104.842505
23.066156,30,104.842614
20.539877,30,104.842629
3.794167,5,104.842643
9.267278,14,106.36303
1.5982071,3,106.36316
20.821852,30,106.363188
18.299929,24,109.033895
1.9602091,3,110.967599
21.56419,26,112.518297
9.5565605,12,112.51842
22.534082,30,112.518449
12.914077,19,112.51847
8.753954,10,114.170144
3.0852273,5,114.170264
3.7887948,5,114.170288
9.1776285,13,114.170305
22.709957,30,114.170322
3.8863635,6,114.170338
3.5602462,5,116.67763
7.612416,11,116.677768
8.688122,11,116.6778
21.52847,30,118.442913
22.446035,30,118.443037
11.863775,17,120.317066
1.795329,3,120.317224
25.506195,30,122.020095
6.611496,9,122.020214
11.289044,15,122.020242
12.395372,18,122.020262
3.2000465,5,122.020281
1.9602091,3,122.020299
4.583375,6,124.073182
18.097235,24,125.539802
5.052249,6,125.539929
8.020715,11,125.539952
12.391856,17,125.539969
1.9583726,3,127.363855
17.349827,25,127.363961
11.758819,13,127.36398
13.403319,17,127.363993
6.1296544,9,127.364005
21.683546,30,127.364017
22.158422,30,129.060976
14.851515,18,129.061105
6.1990194,8,129.061133
15.121945,22,131.736515
10.770323,15,131.736637
1.9602091,3,131.736659
2.7572908,4,131.736676
23.189144,29,133.704286
2.3989275,4,133.704381
11.624934,17,135.561963
10.454097,15,135.562079
5.600436,8,135.5621
7.374992,11,137.028897
22.644388,30,137.029044
4.176226,7,139.345945
3.9590473,5,139.349988
10.318582,12,139.350037
5.5930443,7,139.35006
20.85804,30,141.057792
7.566327,10,141.058034
3.198608,5,141.05809
1.597429,3,142.742874
8.057961,12,142.742995
3.102578,5,144.268309
9.22159,14,144.268406
1.9602091,3,144.268424
18.34924,21,144.268437
11.89907,16,144.26845
7.7922783,9,144.268462
25.574404,30,144.268477
1.7649229,3,144.268489
6.012507,9,144.2685
21.002653,30,146.867477
16.01965,21,146.867597
21.924555,30,148.860343
1.0508548,2,148.860448
21.4343,30,148.860461
9.358341,11,148.860471
12.35806,19,148.860479
12.782899,18,148.860487
4.480701,6,150.661663
17.526148,22,150.661749
3.4032395,5,150.661763
24.73857,30,150.661773
24.243866,28,150.661782
6.9318013,10,150.66179
14.712566,20,152.262193
2.757267,4,152.262314
5.3317714,8,152.262339
11.135115,16,152.26236
6.810462,10,154.738805
1.5982071,3,154.738943
10.565531,14,154.738966
2.7613456,4,154.738985
5.55839,7,154.739002
3.9553487,5,154.739019
19.502607,27,154.739035
1.6000543,3,154.739052
22.155693,30,154.73907
22.233013,30,156.519008
4.756096,6,156.519146
11.687515,15,156.519188
1.1135108,2,158.413531
2.5682893,4,158.413684
2.7613456,4,158.413727
4.688038,7,158.413758
15.611796,19,158.413788
8.987181,10,160.166567
15.457456,20,160.166644
2.9306996,5,160.166658
3.2753832,4,162.37614
24.13627,30,162.376236
1.9602091,3,162.376263
14.919553,19,164.169557
3.9989367,6,164.169644
7.274052,10,164.169668
6.6505046,9,165.922853
4.797094,7,165.923068
5.0888777,8,167.57284
4.652293,7,167.572923
2.41598,4,167.572943
4.8045826,7,167.57296
1.9583726,3,167.572977
10.490032,14,170.038267
21.53058,30,170.038362
4.760184,6,170.038386
5.369392,7,171.867211
3.0491953,5,171.867287
6.7526097,8,173.661871
2.7613456,4,173.662055
17.331076,22,173.662092
22.719473,30,175.154171
15.79809,22,175.154262
8.498989,13,175.154283
9.939879,14,177.676884
3.9571974,5,177.676965
4.170562,6,177.676985
2.4011905,4,177.676998
14.927306,18,177.677011
4.5596437,6,179.522722
11.470951,13,179.522813
16.233652,23,179.522834
20.77625,30,179.522849
18.128399,26,179.522865
4.7583427,6,181.249328
4.96457,7,181.249407
2.4011905,4,181.249426
8.786229,12,182.754492
1.0543947,2,182.754586
1.9602091,3,185.373109
13.185789,19,187.27275
11.189908,13,187.272818
23.10902,30,187.27283
4.9715786,8,187.27284
3.7564077,5,187.272848
22.737871,29,189.060531
21.447311,30,189.060615
16.098036,22,189.060637
10.429706,16,189.060655
10.714873,16,189.06067
18.364878,22,190.802444
13.306937,19,190.802565
13.86387,17,193.120488
11.763741,15,193.120625
2.1933,3,193.120667
4.9716983,7,194.661933
17.561321,21,194.662304
2.7613456,4,194.668898
7.1649337,9,194.668939
18.488525,26,194.668957
23.163681,30,196.449591
4.1919966,5,196.44968
1.6000372,3,196.4497
12.387434,16,198.004297
9.202072,12,198.004389
15.526403,23,198.004409
2.2536962,4,198.004426
16.62164,23,200.54847
19.149488,27,200.548556
1.6000543,3,200.548579
9.48123,12,200.548598
6.369222,8,202.338358
21.6431,30,202.338439
21.219543,30,202.338462
10.569647,13,205.419412
2.9557893,4,205.4195
1.7671529,3,205.419518
23.637762,30,205.419534
4.837941,7,207.854358
14.2713585,21,207.854443
3.198608,5,209.670412
5.197265,7,209.67067
12.865817,18,209.670799
24.433035,30,209.670824
5.744394,9,211.634053
20.967127,30,211.634132
9.198605,12,211.634151
2.7591155,4,213.097614
23.306726,30,213.097725
8.113602,11,213.097758
2.4496381,4,213.097775
1.7905216,3,215.518048
11.901217,17,215.518182
13.483894,19,215.518225
8.850064,12,215.518258
15.408269,19,215.518292
2.7613456,4,217.33096
8.193685,9,217.331087
12.565164,15,221.15382
16.979786,22,221.15389
22.94927,30,221.153914
18.529358,24,221.15393
26.47858,30,221.15394
11.003456,13,223.039798
14.703792,18,223.039883
3.758513,5,223.039901
6.0489,9,224.819954
8.528438,12,224.82013
17.947824,25,224.8202
3.2023098,5,224.820254
10.943894,16,226.519768
15.839688,23,226.519863
21.837437,30,226.519889
11.456988,14,228.171083
5.3284535,8,228.171157
23.184319,30,228.171173
2.4536853,4,228.171185
6.0724053,7,228.171197
3.2000637,5,230.739349
20.53988,30,230.739443
21.893585,30,230.739467
13.693731,17,230.739486
4.651303,7,230.739503
4.003446,6,232.531176
6.7583,8,232.531263
7.4106913,11,234.220152
5.8534,7,234.220305
23.545607,30,234.220351
2.403409,4,235.760868
13.955323,15,235.761246
2.3985653,4,238.120879
7.896643,12,238.12096
5.492183,8,238.120983
4.396337,6,238.121
20.690943,30,238.121017
15.11019,22,238.121034
12.742781,17,238.121052
10.609371,14,238.121067
1.7671529,3,240.057274
20.540047,30,241.877192
4.4488635,7,241.877265
25.527159,29,243.53676
21.2864,30,243.536849
12.855693,18,246.117875
15.562881,18,246.121528
21.523561,30,246.121622
3.9993918,6,246.121657
5.557244,7,246.121686
22.401424,30,246.121713
4.074937,5,247.87429
3.2023098,5,247.874382
6.4006095,9,247.874409
6.0511355,9,247.874427
6.810281,10,247.874444
21.566212,30,251.36551
10.0925255,14,251.365762
22.394493,30,251.369422
15.653815,21,253.895144
15.794401,23,253.895207
1.5982071,3,253.895219
2.1625543,4,253.895228
12.893256,15,253.895237
2.9659092,5,253.895246
5.7961535,8,253.895255
9.953984,11,253.895262
21.68188,30,255.610395
13.421918,18,255.610478
3.9590473,5,255.6105
11.650816,13,255.610515
25.726748,30,257.452736
5.4022417,7,257.452823
12.559206,15,257.452847
3.8533726,6,257.452865
3.2023098,5,257.452882
3.2004652,5,257.452897
11.470668,17,259.002984
22.55375,30,259.003075
3.4944546,6,259.0031
4.090909,7,259.003119
21.66782,30,263.539637
14.216112,19,263.539738
2.7272727,5,265.422133
11.562519,14,265.42227
2.4011905,4,265.422311
3.9553487,5,265.422345
5.5594707,7,267.040428
10.256881,15,267.040694
20.772682,30,267.04082
4.9716983,7,267.040938
12.569413,16,269.356
17.66424,23,269.356467
8.287976,12,271.04764
1.6022727,3,271.047707
7.128497,10,271.047721
20.942577,30,272.66581
24.506886,30,272.665898
2.5682893,4,272.665999
8.764111,10,274.421085
2.9636908,5,276.837862
22.500221,28,276.837988
3.2045453,5,276.838015
2.4011736,4,276.838035
3.5284092,6,278.754081
3.208289,5,280.644992
0.98824227,2,280.645062
21.12284,30,280.645074
11.998956,14,280.645095
3.7585073,5,282.469174
5.5670986,7,282.469634
21.697876,30,282.469775
8.975969,13,282.469893
6.5642824,9,282.470073
21.509209,28,284.464034
12.603882,15,284.464122
17.705435,24,284.464141
12.765831,15,286.317669
21.601227,30,286.31777
1.6000372,3,287.953174
2.403409,4,289.555222
20.772707,30,292.346512
12.470689,18,292.346588
2.403409,4,294.12373
10.959012,12,294.1238
15.623819,21,294.123814
22.997883,30,294.123823
11.265089,16,294.123832
21.848051,30,294.123839
13.429689,19,295.875859
21.521587,30,295.875942
10.960614,13,297.39645
25.567846,30,297.396687
22.00755,27,297.400204
1.6022727,3,300.134043
21.411467,30,300.134195
17.829214,24,300.134217
9.298877,14,300.134234
26.886679,30,300.134249
3.2023098,5,301.964158
3.200119,5,301.964245
10.758299,12,303.766233
22.72254,30,303.766369
21.217283,26,303.766417
7.964729,10,303.766451
4.5614896,6,305.264281
8.8125,12,305.264383
8.895491,13,307.758905
3.2530975,5,307.758995
24.184816,30,309.546557
3.5606453,5,309.546626
3.798227,5,309.546639
15.646919,23,309.546649
13.013809,17,309.546658
21.839073,30,309.546666
1.9602091,3,309.546675
3.2023098,5,311.168798
13.565928,16,311.168895
13.893066,18,311.168919
23.428347,30,311.168937
18.00304,23,311.168956
21.996758,30,311.168973
10.763764,13,312.95874
5.005512,7,312.959014
23.80344,30,315.458888
2.403409,4,315.458967
17.555998,19,315.458982
23.03184,30,315.458991
21.507565,29,315.458999
21.482985,30,317.044915
7.3728724,10,317.045004
20.659195,30,317.045027
2.4011905,4,317.045044
2.7613456,4,318.851963
5.9590135,7,318.852236
10.528261,14,320.533988
20.81026,30,320.534082
2.9272568,5,322.970668
4.564116,7,322.97092
1.9602091,3,322.971056
9.391437,12,324.847296
6.965862,9,326.428682
5.6034813,8,326.428774
12.1783495,17,326.428793
6.4045925,9,326.428809
10.7542305,12,326.428823
8.358358,10,328.075439
21.323715,30,328.095618
27.166752,30,332.458243
5.7564764,7,332.458334
11.157357,13,334.232837
12.505204,16,334.233317
14.306841,21,334.233459
20.539877,30,334.233573
2.403409,4,334.233694
7.342913,11,335.775439
21.518171,30,338.381667
23.512291,30,338.381941
5.955059,7,338.381993
4.7986813,7,340.145673
6.486563,9,340.14574
8.934714,13,340.145753
20.539877,30,340.145763
13.277412,19,340.145774
9.960609,12,340.145783
19.662922,24,341.984766
3.7562826,5,341.985097
21.604502,30,341.98528
10.420781,15,341.985445
6.69914,10,341.985611
8.759161,11,341.985769
21.485224,30,341.985993
16.568264,25,343.752577
8.956804,11,343.75267
21.019148,30,343.756404
11.38377,16,346.097043
12.263623,18,346.097159
6.25714,9,346.097195
2.41598,4,347.931503
5.4523463,7,347.931585
21.768549,30,347.931608
9.849711,11,347.931627
6.601082,9,349.827971
10.599231,12,349.830055
1.6022727,3,351.419942
8.380664,13,351.420027
21.361397,30,351.420052
16.547085,23,351.420072
1.655303,3,351.420089
8.457522,10,353.824629
4.7579536,6,353.824712
6.08317,8,353.824735
10.761752,13,353.824752
6.489836,10,353.82477
14.893675,20,353.824786
1.9583726,3,355.632576
20.355762,29,355.63284
7.1916175,9,355.632966
21.12967,30,355.633077
3.7585073,5,357.398504
22.313332,30,357.398651
5.358545,7,357.398703
19.54003,25,359.002941
2.403409,4,361.547556
7.9590125,9,361.547625
8.757918,10,361.54764
1.6022727,3,363.481979
20.539906,30,363.482131
3.2023268,5,363.48216
8.293103,12,363.482179
7.276701,11,363.482197
3.527417,5,363.482215
3.2045453,5,365.273146
7.760149,9,365.273217
4.806818,7,365.273234
3.329237,5,365.273245
10.392848,12,365.273257
12.486212,17,366.955528
20.892023,30,366.955608
19.067467,25,366.955632
20.980947,30,369.266509
13.758299,15,369.266792
7.402816,10,369.266927
6.9303274,9,369.267046
21.605762,30,369.267164
2.3974714,4,369.267284
3.3671954,5,369.267403
5.770599,8,370.831211
6.158905,8,370.831303
2.7591155,4,370.83132
4.19534,5,372.697713
10.567138,13,372.698162
2.7613456,4,372.698231
8.568134,11,372.698269
24.33897,30,372.698307
21.010153,30,374.249882
1.9583726,3,374.250017
3.0829918,5,374.250054
23.310074,30,374.250074
9.408031,12,376.941649
4.726296,7,376.941931
13.2637415,18,376.942086
29.953724,30,378.800062
10.966109,14,378.800261
3.9590473,5,378.800333
2.5682893,4,378.800395
12.500701,16,378.800462
3.7831142,5,378.800524
1.9602091,3,380.647652
12.20333,14,380.647728
7.5614552,9,380.647745
2.7275317,4,380.647756
8.012416,10,382.369768
1.9583726,3,382.369862
4.8865027,7,382.369886
8.557573,10,382.369941
14.905775,20,382.369962
3.9965816,5,384.795559
8.453567,10,384.795775
0.96601653,2,386.543969
14.667022,21,386.544039
5.0842323,7,386.544052
1.9602091,3,386.544061
8.124096,11,386.54407
3.9590473,5,386.544078
6.794132,8,388.174411
6.2091594,8,388.174504
3.9590473,5,388.195745
3.9572065,5,388.195826
1.9602091,3,388.195861
9.807324,12,392.164304
8.205052,10,392.164396
25.157166,30,392.164409
5.9590135,7,392.164419
22.731655,27,392.164428
11.256273,16,392.164437
25.748907,27,392.164445
17.674679,19,393.657697
3.193853,4,393.657779
9.410743,13,393.657796
21.729595,30,393.657809
20.808432,30,395.317182
12.364024,15,395.317429
20.454542,30,396.66431
12.952388,19,396.664397
0.96601653,2,396.664414
10.129088,12,396.664428
1.8555311,3,396.664441
21.300282,30,399.269589
2.757267,4,399.269676
21.125797,30,399.269699
6.0536423,9,399.269717
8.11784,9,399.269737
18.0045,22,399.280359
1.278391,2,399.28044
3.7562654,5,400.975313
6.7659564,8,400.975411
10.760149,12,400.975441
7.9590125,9,400.97546
7.966493,11,400.975478
15.947363,17,400.975495
18.585606,25,400.97551
18.7579,27,402.442387
13.959279,17,402.442473
3.645509,6,402.442496
2.2755582,3,402.442514
6.7592955,8,402.442532
7.9571624,9,403.766844
11.057947,13,403.766917
2.9592168,4,403.766932
1.9602091,3,406.216448
12.587338,15,406.216537
20.752207,22,406.216558
17.983677,21,406.216573
10.76399,13,406.216587
2.6012802,4,406.2166
11.889741,16,407.757528
1.7671529,3,407.757594
17.002481,20,407.757607
2.1317816,4,407.757617
1.1211282,2,407.757626
16.863214,23,409.262926
11.557582,13,409.263
15.251051,19,409.263016
3.848484,6,410.542374
6.9964757,8,410.542458
11.949506,13,410.542477
4.853021,6,410.542493
17.747465,19,410.542507
1.9583726,3,410.54252
8.555571,10,410.542533
5.6010766,7,410.542547
9.955317,11,412.959901
7.2499037,9,412.959972
6.957163,8,412.959986
11.76635,16,412.959996
15.314808,19,414.653989
11.946606,13,414.654052
13.24506,16,414.654065
1.7649229,3,416.366295
5.9553294,7,416.366356
11.7583,13,416.366368
12.028748,16,416.366376
15.552651,17,416.366384
7.760149,9,417.627551
12.809865,15,417.627825
5.9590135,7,417.627944
0.96601653,2,417.628052
10.958747,13,417.628164
1.9602091,3,417.628273
10.579924,12,419.846517
3.8533938,5,419.846604
5.3603907,7,419.846627
9.406134,11,419.846643
5.766163,8,421.448334
12.759291,14,423.15227
3.5894265,5,423.152368
5.5670986,7,423.152401
5.7561917,7,423.152421
17.178123,22,424.364392
2.8552978,4,424.364484
9.761394,12,426.752287
7.754231,9,426.752368
8.73077,12,428.10382
1.9602091,3,428.103903
1.9602091,3,428.103929
10.599427,13,428.10395
5.758314,7,428.103968
8.722808,10,428.103986
12.2118435,16,429.800311
14.201695,17,429.800377
15.207276,18,431.096355
16.808573,19,431.096432
4.957168,6,431.096451
6.957172,8,433.441552
13.519022,15,433.441648
6.9531956,8,433.441668
20.596926,24,433.441682
5.953737,7,434.962961
8.957167,10,434.963048
1.597429,3,434.963068
12.953725,14,436.721397
3.1996822,5,436.721556
15.557582,17,436.721615
3.9590473,5,436.721664
11.801941,14,436.721709
5.5590897,7,436.721752
13.093527,15,436.721793
13.952922,15,438.162603
9.955048,11,438.162675
10.193935,11,438.162689
2.4011736,4,440.340242
19.011852,22,440.340327
14.731067,18,440.340345
22.573994,30,440.340362
9.55905,11,441.944366
5.767972,8,441.94445
20.155779,22,441.944474
19.123247,22,443.66628
1.9583726,3,443.666476
7.203547,10,443.666546
6.2043424,8,445.234501
15.994821,17,445.234594
20.993435,23,445.234621
8.009129,11,447.545522
14.4542675,18,447.5456
5.955049,7,447.545615
2.403409,4,449.169451
26.994808,30,449.16953
5.9571676,7,449.169548
5.7601547,7,449.16956
1.597429,3,449.16957
3.2045453,5,449.16958
4.0034633,6,450.74504
16.63872,24,450.745105
21.368101,30,450.745118
10.969847,13,450.745128
1.7649229,3,450.745136
4.001616,6,452.031882
5.2499995,8,454.197697
3.758513,5,454.205312
10.605531,13,454.205476
21.407927,30,454.205504
9.851535,11,454.205523
2.4011736,4,455.808724
2.7595088,4,455.808836
14.002045,17,455.808867
5.605719,8,457.509644
8.728522,12,457.509725
5.0842323,7,458.84864
8.362422,10,458.848745
9.600637,13,458.848772
20.409328,25,461.099306
9.286345,12,461.099385
4.9571686,6,461.099407
21.95798,30,461.099427
3.200465,5,461.099447
6.0493054,7,461.099465
3.197027,5,462.620628
26.803944,30,462.620888
13.808335,19,462.621018
2.5156162,4,462.621039
20.54991,27,464.204845
23.3902,30,465.60454
5.3581243,8,467.944986
11.955317,13,467.945248
20.454542,30,467.945387
0.91638887,2,467.945513
1.7175106,3,467.945635
21.446291,30,467.945746
9.360705,11,467.945856
1.4547784,3,467.946007
24.944242,30,469.619055
3.052236,5,469.619151
4.156123,6,469.619177
22.03918,30,469.619196
3.1974957,5,471.257031
4.7097645,6,471.257123
4.5547743,6,471.257145
9.443818,12,471.257163
3.996362,6,472.718191
11.388166,14,472.718569
19.9799,26,472.718679
1.7671529,3,472.718763
7.291388,11,474.858322
9.761772,12,474.858393
8.808419,12,474.85841
15.295041,21,474.858423
3.2000465,5,476.555722
18.619154,25,476.555788
22.670187,30,476.559667
2.792487,4,476.559729
1.5982071,3,476.559741
17.191685,24,476.55975
7.561874,10,478.213218
2.3985653,4,479.781192
4.8005037,7,479.781278
2.9592168,4,481.950598
3.9572015,5,481.950667
15.902034,22,481.95442
17.839693,26,483.451228
20.926952,30,483.451322
22.677715,30,485.022987
21.640205,30,485.023059
6.2830553,9,486.552853
2.3989825,4,486.552924
19.754353,21,486.552942
6.7560697,8,486.552954
23.545567,30,488.941797
7.193693,8,488.942095
21.99268,30,488.942234
6.957172,8,488.94236
8.560491,11,488.942482
5.356963,7,488.942604
22.95661,30,488.942729
5.652043,8,490.651637
11.154377,14,490.651976
3.0491812,5,490.652065
8.613864,13,490.652131
6.158905,8,492.382793
7.357564,9,492.382886
1.6000372,3,492.382906
5.6524305,8,493.817714
19.358345,21,493.817817
3.9981632,6,493.81785
8.891427,13,496.044651
0.96601653,2,496.044716
4.0008187,6,496.044729
2.9592168,4,496.044739
15.105846,20,496.044748
8.804981,12,496.044757
2.7595088,4,497.637996
11.94489,17,497.638075
25.529062,28,497.638097
21.28348,30,499.136134
5.400113,7,499.136213
23.179281,30,499.136232
4.754,6,500.7312
5.556463,7,500.731282
9.769716,14,500.731302
20.539877,30,503.173033
20.571642,30,503.17312
19.190792,26,503.173143
3.3627512,5,503.17316
2.398546,4,503.173177
14.405165,19,504.842962
3.1996822,5,504.843038
1.6022727,3,504.843057
1.597429,3,504.84307
15.465913,22,506.334613
21.48351,30,506.334698
17.226992,22,506.334723
22.307331,27,506.334741
6.959605,9,506.334761
9.040702,13,506.334777
10.415382,14,506.334793
2.7613456,4,506.334808
6.1199117,8,506.334824
1.7243308,3,507.651308
8.193461,10,507.651375
21.243944,30,507.651394
4.0008187,6,507.651407
3.9572065,5,510.032018
19.570639,23,510.032114
5.7687545,8,510.032136
10.648819,14,510.032155
17.614838,24,510.032176
16.966291,20,511.4681
16.170645,24,511.468177
21.081665,29,511.468199
14.164378,17,511.468217
11.057833,13,511.468233
21.173986,30,511.468248
1.9602091,3,511.468262
8.336505,12,513.071857
7.6126184,10,513.071947
4.7579536,6,513.07197
4.69347,7,513.07199
2.403409,4,514.65098
12.861212,15,514.651066
10.589483,12,514.65109
1.0543947,2,514.651108
5.9571676,7,517.220749
1.9602091,3,517.220843
2.4011736,4,517.220868
11.7371025,16,517.220887
13.014623,17,517.220907
6.561315,8,517.220932
10.760155,12,517.220959
11.562888,14,518.872051
2.4011905,4,518.872165
1.0831046,2,518.87221
6.987594,8,518.872242
11.910012,18,520.622921
8.561438,10,520.622997
5.9590135,7,520.623036
21.776552,28,520.623066
1.1240078,2,520.623108
6.999537,8,520.62313
20.739676,26,522.130886
5.9590135,7,522.130965
1.9602091,3,522.130981
1.9602091,3,522.130995
12.36156,14,522.131006
6.7611413,8,522.131018
2.9875655,4,524.262411
2.9894383,4,524.262506
2.2773986,3,524.262528
12.162538,15,524.262543
4.7256966,6,524.262558
11.561284,13,524.262572
1.9602091,3,525.952231
3.9571974,5,525.952321
18.561863,22,525.952341
1.7649229,3,525.952358
6.98759,8,525.952373
9.792178,12,527.690922
10.957162,12,527.690988
2.7613456,4,527.691001
6.760154,8,527.69101
2.123509,3,527.691018
11.407984,13,529.099622
4.959018,6,529.099711
6.75792,8,529.099732
2.9592168,4,529.099748
11.273231,12,529.099763
10.714592,12,531.245125
9.786318,11,531.245219
14.959012,16,531.245241
7.7582994,9,531.245258
5.7601786,7,531.245274
12.407984,14,531.245288
12.757918,14,531.245302
5.052249,6,532.767563
1.795329,3,532.767637
9.955321,11,532.767654
19.394554,21,532.767668
1.8566638,3,532.767681
3.9590473,5,532.767693
19.611935,25,532.767705
4.195803,5,534.160367
4.98759,6,534.160459
12.561287,14,534.160483
4.959018,6,534.1605
1.278391,2,534.160515
6.76015,8,534.160529
1.1985551,2,534.160544
4.9571686,6,535.762797
10.922693,12,535.762873
3.9572015,5,535.76289
5.2753453,6,535.762903
16.672827,18,535.762914
14.561454,16,538.050451
5.9590135,7,538.050672
3.7905748,5,538.050724
0.96601653,2,538.050738
9.195798,10,539.76396
5.7601786,7,539.764027
14.955313,16,539.764043
2.9592168,4,539.764055
18.404284,20,541.398956
12.959012,14,541.399023
6.2771945,7,541.399039
9.760154,11,541.399051
10.757918,12,541.399062
11.757918,13,542.755876
15.76015,17,542.755998
7.7601495,9,542.756018
20.083994,22,542.756035
6.197649,7,542.75605
6.924543,8,542.756065
17.561285,19,545.000761
4.959018,6,545.000846
3.9590473,5,545.000867
5.9590135,7,545.000884
10.959012,12,545.0009
12.959012,14,546.639726
3.9894397,5,546.639984
6.9590125,8,546.640129
21.959011,23,546.640253
1.9602091,3,548.139792
3.9590473,5,548.139871
12.959012,14,548.139889
3.195362,4,548.139903
5.9590135,7,549.632611
5.9571724,7,549.633169
8.959012,10,549.633308
16.760149,18,549.633333
10.790577,12,549.633349
7.9590125,9,549.633366
9.959012,11,549.633473
0.96601653,2,551.956783
10.079323,11,551.956847
2.9894383,4,551.956861
8.959012,10,551.956872
3.9590473,5,551.956881
4.2753544,5,553.666453
12.0785,13,553.666523
12.758299,14,553.666538
